area,prov,dist,agegrp,area_name,agegrpname,rowtotal,a_male,b_female
50,3,34,3,"Makwanpur","10-14 Yrs.",42925,21756,21169
50,3,34,4,"Makwanpur","15-19 Yrs.",47047,23843,23204
50,3,34,5,"Makwanpur","20-24 Yrs.",46592,23224,23368
50,3,34,6,"Makwanpur","25-29 Yrs.",42602,20981,21621
50,3,34,7,"Makwanpur","30-34 Yrs.",37635,18723,18912
50,3,34,8,"Makwanpur","35-39 Yrs.",33886,17098,16788
50,3,34,9,"Makwanpur","40-44 Yrs.",28771,14265,14506
50,3,34,10,"Makwanpur","45-49 Yrs.",22868,11202,11666
50,3,34,11,"Makwanpur","50-54 Yrs.",23443,11666,11777
50,3,34,12,"Makwanpur","55-59 Yrs.",17372,8743,8629
50,3,34,13,"Makwanpur","60-64 Yrs.",15373,7731,7642
50,3,34,14,"Makwanpur","65-69 Yrs.",11673,5796,5877
50,3,34,15,"Makwanpur","70-74 Yrs.",8236,3887,4349
50,3,34,16,"Makwanpur","75-79 Yrs.",5751,2736,3015
50,3,34,17,"Makwanpur","80-84 Yrs.",2642,1264,1378
50,3,34,18,"Makwanpur","85-89 Yrs.",1606,748,858
50,3,34,19,"Makwanpur","90-94 Yrs.",541,235,306
50,3,34,20,"Makwanpur","95+ Yrs.",313,113,200
50,3,35,0,"Chitawan","All Ages",719859,351789,368070
50,3,35,1,"Chitawan","00-04 Yrs.",50467,27060,23407
50,3,35,2,"Chitawan","05-09 Yrs.",57521,31049,26472
50,3,35,3,"Chitawan","10-14 Yrs.",59748,31578,28170
50,3,35,4,"Chitawan","15-19 Yrs.",69291,35952,33339
50,3,35,5,"Chitawan","20-24 Yrs.",70619,33897,36722
50,3,35,6,"Chitawan","25-29 Yrs.",64683,29092,35591
50,3,35,7,"Chitawan","30-34 Yrs.",57976,25464,32512
50,3,35,8,"Chitawan","35-39 Yrs.",54991,24301,30690
50,3,35,9,"Chitawan","40-44 Yrs.",49485,22913,26572
50,3,35,10,"Chitawan","45-49 Yrs.",39767,19027,20740
50,3,35,11,"Chitawan","50-54 Yrs.",39314,19420,19894
50,3,35,12,"Chitawan","55-59 Yrs.",28684,14483,14201
50,3,35,13,"Chitawan","60-64 Yrs.",24945,12301,12644
50,3,35,14,"Chitawan","65-69 Yrs.",18954,9266,9688
50,3,35,15,"Chitawan","70-74 Yrs.",14197,6755,7442
50,3,35,16,"Chitawan","75-79 Yrs.",9697,4669,5028
50,3,35,17,"Chitawan","80-84 Yrs.",5053,2473,2580
50,3,35,18,"Chitawan","85-89 Yrs.",2728,1333,1395
50,3,35,19,"Chitawan","90-94 Yrs.",1170,531,639
50,3,35,20,"Chitawan","95+ Yrs.",569,225,344
50,4,36,0,"Gorkha","All Ages",251027,118155,132872
50,4,36,1,"Gorkha","00-04 Yrs.",16832,8808,8024
50,4,36,2,"Gorkha","05-09 Yrs.",19596,10077,9519
50,4,36,3,"Gorkha","10-14 Yrs.",22519,11418,11101
50,4,36,4,"Gorkha","15-19 Yrs.",22938,11275,11663
50,4,36,5,"Gorkha","20-24 Yrs.",19666,8827,10839
50,4,36,6,"Gorkha","25-29 Yrs.",18550,8187,10363
50,4,36,7,"Gorkha","30-34 Yrs.",16157,7027,9130
50,4,36,8,"Gorkha","35-39 Yrs.",15557,6790,8767
50,4,36,9,"Gorkha","40-44 Yrs.",14963,6468,8495
50,4,36,10,"Gorkha","45-49 Yrs.",13090,5713,7377
50,4,36,11,"Gorkha","50-54 Yrs.",15279,7008,8271
50,4,36,12,"Gorkha","55-59 Yrs.",12943,6093,6850
50,4,36,13,"Gorkha","60-64 Yrs.",12877,6098,6779
50,4,36,14,"Gorkha","65-69 Yrs.",10582,5127,5455
50,4,36,15,"Gorkha","70-74 Yrs.",8255,3853,4402
50,4,36,16,"Gorkha","75-79 Yrs.",5407,2533,2874
50,4,36,17,"Gorkha","80-84 Yrs.",3132,1580,1552
50,4,36,18,"Gorkha","85-89 Yrs.",1629,806,823
50,4,36,19,"Gorkha","90-94 Yrs.",649,291,358
50,4,36,20,"Gorkha","95+ Yrs.",406,176,230
50,4,37,0,"Manang","All Ages",5658,3192,2466
50,4,37,1,"Manang","00-04 Yrs.",279,137,142
50,4,37,2,"Manang","05-09 Yrs.",292,141,151
50,4,37,3,"Manang","10-14 Yrs.",275,131,144
50,4,37,4,"Manang","15-19 Yrs.",299,163,136
50,4,37,5,"Manang","20-24 Yrs.",522,324,198
50,4,37,6,"Manang","25-29 Yrs.",650,413,237
50,4,37,7,"Manang","30-34 Yrs.",636,413,223
50,4,37,8,"Manang","35-39 Yrs.",545,366,179
50,4,37,9,"Manang","40-44 Yrs.",440,248,192
50,4,37,10,"Manang","45-49 Yrs.",355,189,166
50,4,37,11,"Manang","50-54 Yrs.",327,193,134
50,4,37,12,"Manang","55-59 Yrs.",274,138,136
50,4,37,13,"Manang","60-64 Yrs.",219,103,116
50,4,37,14,"Manang","65-69 Yrs.",218,96,122
50,4,37,15,"Manang","70-74 Yrs.",152,62,90
50,4,37,16,"Manang","75-79 Yrs.",88,38,50
50,4,37,17,"Manang","80-84 Yrs.",55,26,29
50,4,37,18,"Manang","85-89 Yrs.",21,8,13
50,4,37,19,"Manang","90-94 Yrs.",7,1,6
50,4,37,20,"Manang","95+ Yrs.",4,2,2
50,4,38,0,"Mustang","All Ages",14452,7934,6518
50,4,38,1,"Mustang","00-04 Yrs.",763,386,377
50,4,38,2,"Mustang","05-09 Yrs.",1092,560,532
50,4,38,3,"Mustang","10-14 Yrs.",1299,713,586
50,4,38,4,"Mustang","15-19 Yrs.",1222,703,519
50,4,38,5,"Mustang","20-24 Yrs.",1218,708,510
50,4,38,6,"Mustang","25-29 Yrs.",1380,782,598
50,4,38,7,"Mustang","30-34 Yrs.",1302,808,494
50,4,38,8,"Mustang","35-39 Yrs.",1191,720,471
50,4,38,9,"Mustang","40-44 Yrs.",958,519,439
50,4,38,10,"Mustang","45-49 Yrs.",830,402,428
50,4,38,11,"Mustang","50-54 Yrs.",791,430,361
50,4,38,12,"Mustang","55-59 Yrs.",620,329,291
50,4,38,13,"Mustang","60-64 Yrs.",562,277,285
50,4,38,14,"Mustang","65-69 Yrs.",443,232,211
50,4,38,15,"Mustang","70-74 Yrs.",331,160,171
50,4,38,16,"Mustang","75-79 Yrs.",246,119,127
50,4,38,17,"Mustang","80-84 Yrs.",149,64,85
50,4,38,18,"Mustang","85-89 Yrs.",39,14,25
50,4,38,19,"Mustang","90-94 Yrs.",12,7,5
50,4,38,20,"Mustang","95+ Yrs.",4,1,3
50,4,39,0,"Myagdi","All Ages",107033,52153,54880
50,4,39,1,"Myagdi","00-04 Yrs.",8008,4220,3788
50,4,39,2,"Myagdi","05-09 Yrs.",9384,4876,4508
50,4,39,3,"Myagdi","10-14 Yrs.",10191,5142,5049
50,4,39,4,"Myagdi","15-19 Yrs.",9947,5109,4838
50,4,39,5,"Myagdi","20-24 Yrs.",9499,4781,4718
50,4,39,6,"Myagdi","25-29 Yrs.",8400,3983,4417
50,4,39,7,"Myagdi","30-34 Yrs.",7300,3491,3809
50,4,39,8,"Myagdi","35-39 Yrs.",6779,3162,3617
50,4,39,9,"Myagdi","40-44 Yrs.",6084,2767,3317
50,4,39,10,"Myagdi","45-49 Yrs.",5276,2432,2844
50,4,39,11,"Myagdi","50-54 Yrs.",5804,2747,3057
50,4,39,12,"Myagdi","55-59 Yrs.",5087,2409,2678
50,4,39,13,"Myagdi","60-64 Yrs.",4393,2057,2336
50,4,39,14,"Myagdi","65-69 Yrs.",3664,1697,1967
50,4,39,15,"Myagdi","70-74 Yrs.",3088,1375,1713
50,4,39,16,"Myagdi","75-79 Yrs.",2083,971,1112
50,4,39,17,"Myagdi","80-84 Yrs.",1218,573,645
50,4,39,18,"Myagdi","85-89 Yrs.",517,229,288
50,4,39,19,"Myagdi","90-94 Yrs.",223,98,125
50,4,39,20,"Myagdi","95+ Yrs.",88,34,54
50,4,40,0,"Kaski","All Ages",600051,292791,307260
50,4,40,1,"Kaski","00-04 Yrs.",37213,20089,17124
50,4,40,2,"Kaski","05-09 Yrs.",46055,25133,20922
50,4,40,3,"Kaski","10-14 Yrs.",49088,26121,22967
50,4,40,4,"Kaski","15-19 Yrs.",58756,30783,27973
50,4,40,5,"Kaski","20-24 Yrs.",62441,30719,31722
50,4,40,6,"Kaski","25-29 Yrs.",55513,25222,30291
50,4,40,7,"Kaski","30-34 Yrs.",50260,22427,27833
50,4,40,8,"Kaski","35-39 Yrs.",47585,21534,26051
50,4,40,9,"Kaski","40-44 Yrs.",41085,18925,22160
50,4,40,10,"Kaski","45-49 Yrs.",32702,15748,16954
50,4,40,11,"Kaski","50-54 Yrs.",30422,14838,15584
50,4,40,12,"Kaski","55-59 Yrs.",23501,11377,12124
50,4,40,13,"Kaski","60-64 Yrs.",21069,10112,10957
50,4,40,14,"Kaski","65-69 Yrs.",15734,7234,8500
50,4,40,15,"Kaski","70-74 Yrs.",12041,5312,6729
50,4,40,16,"Kaski","75-79 Yrs.",8120,3490,4630
50,4,40,17,"Kaski","80-84 Yrs.",4755,2151,2604
50,4,40,18,"Kaski","85-89 Yrs.",2227,935,1292
50,4,40,19,"Kaski","90-94 Yrs.",986,430,556
50,4,40,20,"Kaski","95+ Yrs.",498,211,287
50,4,41,0,"Lamjung","All Ages",155852,74077,81775
50,4,41,1,"Lamjung","00-04 Yrs.",9306,5004,4302
50,4,41,2,"Lamjung","05-09 Yrs.",11630,6080,5550
50,4,41,3,"Lamjung","10-14 Yrs.",13490,6793,6697
50,4,41,4,"Lamjung","15-19 Yrs.",13704,7033,6671
50,4,41,5,"Lamjung","20-24 Yrs.",12964,6089,6875
50,4,41,6,"Lamjung","25-29 Yrs.",12106,5371,6735
50,4,41,7,"Lamjung","30-34 Yrs.",10688,4675,6013
50,4,41,8,"Lamjung","35-39 Yrs.",10348,4495,5853
50,4,41,9,"Lamjung","40-44 Yrs.",8860,3900,4960
50,4,41,10,"Lamjung","45-49 Yrs.",8306,3687,4619
50,4,41,11,"Lamjung","50-54 Yrs.",9830,4503,5327
50,4,41,12,"Lamjung","55-59 Yrs.",8507,4068,4439
50,4,41,13,"Lamjung","60-64 Yrs.",7983,3769,4214
50,4,41,14,"Lamjung","65-69 Yrs.",6520,3065,3455
50,4,41,15,"Lamjung","70-74 Yrs.",5224,2386,2838
50,4,41,16,"Lamjung","75-79 Yrs.",3094,1553,1541
50,4,41,17,"Lamjung","80-84 Yrs.",1876,929,947
50,4,41,18,"Lamjung","85-89 Yrs.",889,452,437
50,4,41,19,"Lamjung","90-94 Yrs.",313,135,178
50,4,41,20,"Lamjung","95+ Yrs.",214,90,124
50,4,42,0,"Tanahu","All Ages",321153,150094,171059
50,4,42,1,"Tanahu","00-04 Yrs.",21905,11647,10258
50,4,42,2,"Tanahu","05-09 Yrs.",26405,13967,12438
50,4,42,3,"Tanahu","10-14 Yrs.",28872,14816,14056
50,4,42,4,"Tanahu","15-19 Yrs.",31494,15800,15694
50,4,42,5,"Tanahu","20-24 Yrs.",28596,12881,15715
50,4,42,6,"Tanahu","25-29 Yrs.",26564,11044,15520
50,4,42,7,"Tanahu","30-34 Yrs.",23929,10021,13908
50,4,42,8,"Tanahu","35-39 Yrs.",22085,9224,12861
50,4,42,9,"Tanahu","40-44 Yrs.",19372,8323,11049
50,4,42,10,"Tanahu","45-49 Yrs.",17128,7549,9579
50,4,42,11,"Tanahu","50-54 Yrs.",17586,8171,9415
50,4,42,12,"Tanahu","55-59 Yrs.",14515,6853,7662
50,4,42,13,"Tanahu","60-64 Yrs.",13570,6308,7262
50,4,42,14,"Tanahu","65-69 Yrs.",10918,5140,5778
50,4,42,15,"Tanahu","70-74 Yrs.",8312,3811,4501
50,4,42,16,"Tanahu","75-79 Yrs.",5138,2336,2802
50,4,42,17,"Tanahu","80-84 Yrs.",2677,1249,1428
50,4,42,18,"Tanahu","85-89 Yrs.",1322,634,688
50,4,42,19,"Tanahu","90-94 Yrs.",513,226,287
50,4,42,20,"Tanahu","95+ Yrs.",252,94,158
50,4,43,0,"Nawalparasi (Bardaghat Susta East)","All Ages",378079,177887,200192
50,4,43,1,"Nawalparasi (Bardaghat Susta East)","00-04 Yrs.",28493,15256,13237
50,4,43,2,"Nawalparasi (Bardaghat Susta East)","05-09 Yrs.",32825,17520,15305
50,4,43,3,"Nawalparasi (Bardaghat Susta East)","10-14 Yrs.",33984,17706,16278
50,4,43,4,"Nawalparasi (Bardaghat Susta East)","15-19 Yrs.",37117,18673,18444
50,4,43,5,"Nawalparasi (Bardaghat Susta East)","20-24 Yrs.",35305,15676,19629
50,4,43,6,"Nawalparasi (Bardaghat Susta East)","25-29 Yrs.",32781,13162,19619
50,4,43,7,"Nawalparasi (Bardaghat Susta East)","30-34 Yrs.",30337,12383,17954
50,4,43,8,"Nawalparasi (Bardaghat Susta East)","35-39 Yrs.",28103,11847,16256
50,4,43,9,"Nawalparasi (Bardaghat Susta East)","40-44 Yrs.",24654,10814,13840
50,4,43,10,"Nawalparasi (Bardaghat Susta East)","45-49 Yrs.",19557,9112,10445
50,4,43,11,"Nawalparasi (Bardaghat Susta East)","50-54 Yrs.",20049,9479,10570
50,4,43,12,"Nawalparasi (Bardaghat Susta East)","55-59 Yrs.",14809,7099,7710
50,4,43,13,"Nawalparasi (Bardaghat Susta East)","60-64 Yrs.",12820,6032,6788
50,4,43,14,"Nawalparasi (Bardaghat Susta East)","65-69 Yrs.",10273,4908,5365
50,4,43,15,"Nawalparasi (Bardaghat Susta East)","70-74 Yrs.",7642,3699,3943
50,4,43,16,"Nawalparasi (Bardaghat Susta East)","75-79 Yrs.",5012,2393,2619
50,4,43,17,"Nawalparasi (Bardaghat Susta East)","80-84 Yrs.",2472,1257,1215
50,4,43,18,"Nawalparasi (Bardaghat Susta East)","85-89 Yrs.",1106,568,538
50,4,43,19,"Nawalparasi (Bardaghat Susta East)","90-94 Yrs.",448,192,256
50,4,43,20,"Nawalparasi (Bardaghat Susta East)","95+ Yrs.",292,111,181
50,4,44,0,"Syangja","All Ages",253024,116678,136346
50,4,44,1,"Syangja","00-04 Yrs.",16642,8840,7802
50,4,44,2,"Syangja","05-09 Yrs.",19593,10432,9161
50,4,44,3,"Syangja","10-14 Yrs.",20995,10785,10210
50,4,44,4,"Syangja","15-19 Yrs.",23568,11759,11809
50,4,44,5,"Syangja","20-24 Yrs.",21331,9623,11708
50,4,44,6,"Syangja","25-29 Yrs.",19576,8107,11469
50,4,44,7,"Syangja","30-34 Yrs.",17271,7339,9932
50,4,44,8,"Syangja","35-39 Yrs.",15961,6726,9235
50,4,44,9,"Syangja","40-44 Yrs.",14869,6086,8783
50,4,44,10,"Syangja","45-49 Yrs.",13980,5802,8178
50,4,44,11,"Syangja","50-54 Yrs.",14927,6533,8394
50,4,44,12,"Syangja","55-59 Yrs.",12957,5733,7224
50,4,44,13,"Syangja","60-64 Yrs.",12420,5657,6763
50,4,44,14,"Syangja","65-69 Yrs.",10540,4762,5778
50,4,44,15,"Syangja","70-74 Yrs.",8204,3656,4548
50,4,44,16,"Syangja","75-79 Yrs.",5267,2475,2792
50,4,44,17,"Syangja","80-84 Yrs.",2925,1423,1502
50,4,44,18,"Syangja","85-89 Yrs.",1224,610,614
50,4,44,19,"Syangja","90-94 Yrs.",527,232,295
50,4,44,20,"Syangja","95+ Yrs.",247,98,149
50,4,45,0,"Parbat","All Ages",130887,61678,69209
50,4,45,1,"Parbat","00-04 Yrs.",9256,4969,4287
50,4,45,2,"Parbat","05-09 Yrs.",11194,5969,5225
50,4,45,3,"Parbat","10-14 Yrs.",11884,6197,5687
50,4,45,4,"Parbat","15-19 Yrs.",12207,6156,6051
50,4,45,5,"Parbat","20-24 Yrs.",11102,5044,6058
50,4,45,6,"Parbat","25-29 Yrs.",10245,4335,5910
50,4,45,7,"Parbat","30-34 Yrs.",9042,3928,5114
50,4,45,8,"Parbat","35-39 Yrs.",8126,3505,4621
50,4,45,9,"Parbat","40-44 Yrs.",7582,3229,4353
50,4,45,10,"Parbat","45-49 Yrs.",6833,2960,3873
50,4,45,11,"Parbat","50-54 Yrs.",7487,3433,4054
50,4,45,12,"Parbat","55-59 Yrs.",6272,2839,3433
50,4,45,13,"Parbat","60-64 Yrs.",6046,2762,3284
50,4,45,14,"Parbat","65-69 Yrs.",4921,2263,2658
50,4,45,15,"Parbat","70-74 Yrs.",3788,1761,2027
50,4,45,16,"Parbat","75-79 Yrs.",2586,1215,1371
50,4,45,17,"Parbat","80-84 Yrs.",1374,669,705
50,4,45,18,"Parbat","85-89 Yrs.",588,291,297
50,4,45,19,"Parbat","90-94 Yrs.",244,113,131
50,4,45,20,"Parbat","95+ Yrs.",110,40,70
50,4,46,0,"Baglung","All Ages",249211,116194,133017
50,4,46,1,"Baglung","00-04 Yrs.",20233,10753,9480
50,4,46,2,"Baglung","05-09 Yrs.",23957,12570,11387
50,4,46,3,"Baglung","10-14 Yrs.",25218,12952,12266
50,4,46,4,"Baglung","15-19 Yrs.",24993,12173,12820
50,4,46,5,"Baglung","20-24 Yrs.",22226,9766,12460
50,4,46,6,"Baglung","25-29 Yrs.",19244,7964,11280
50,4,46,7,"Baglung","30-34 Yrs.",16700,7247,9453
50,4,46,8,"Baglung","35-39 Yrs.",15055,6355,8700
50,4,46,9,"Baglung","40-44 Yrs.",13566,5609,7957
50,4,46,10,"Baglung","45-49 Yrs.",11936,4974,6962
50,4,46,11,"Baglung","50-54 Yrs.",12563,5629,6934
50,4,46,12,"Baglung","55-59 Yrs.",10495,4788,5707
50,4,46,13,"Baglung","60-64 Yrs.",10231,4692,5539
50,4,46,14,"Baglung","65-69 Yrs.",8227,3794,4433
50,4,46,15,"Baglung","70-74 Yrs.",6588,3022,3566
50,4,46,16,"Baglung","75-79 Yrs.",4352,2093,2259
50,4,46,17,"Baglung","80-84 Yrs.",2154,1123,1031
50,4,46,18,"Baglung","85-89 Yrs.",864,424,440
50,4,46,19,"Baglung","90-94 Yrs.",387,182,205
50,4,46,20,"Baglung","95+ Yrs.",222,84,138
50,5,47,0,"Rukum (East)","All Ages",56786,27516,29270
50,5,47,1,"Rukum (East)","00-04 Yrs.",5616,2932,2684
50,5,47,2,"Rukum (East)","05-09 Yrs.",5868,2933,2935
50,5,47,3,"Rukum (East)","10-14 Yrs.",6196,3078,3118
50,5,47,4,"Rukum (East)","15-19 Yrs.",6392,3170,3222
50,5,47,5,"Rukum (East)","20-24 Yrs.",5708,2610,3098
50,5,47,6,"Rukum (East)","25-29 Yrs.",4403,2075,2328
50,5,47,7,"Rukum (East)","30-34 Yrs.",3633,1750,1883
50,5,47,8,"Rukum (East)","35-39 Yrs.",3242,1540,1702
50,5,47,9,"Rukum (East)","40-44 Yrs.",2713,1223,1490
50,5,47,10,"Rukum (East)","45-49 Yrs.",2535,1170,1365
50,5,47,11,"Rukum (East)","50-54 Yrs.",2615,1255,1360
50,5,47,12,"Rukum (East)","55-59 Yrs.",2152,1063,1089
50,5,47,13,"Rukum (East)","60-64 Yrs.",1948,916,1032
50,5,47,14,"Rukum (East)","65-69 Yrs.",1540,769,771
50,5,47,15,"Rukum (East)","70-74 Yrs.",1272,589,683
50,5,47,16,"Rukum (East)","75-79 Yrs.",593,263,330
50,5,47,17,"Rukum (East)","80-84 Yrs.",234,124,110
50,5,47,18,"Rukum (East)","85-89 Yrs.",78,35,43
50,5,47,19,"Rukum (East)","90-94 Yrs.",28,16,12
50,5,47,20,"Rukum (East)","95+ Yrs.",20,5,15
50,5,48,0,"Rolpa","All Ages",234793,109871,124922
50,5,48,1,"Rolpa","00-04 Yrs.",24079,12418,11661
50,5,48,2,"Rolpa","05-09 Yrs.",24226,12449,11777
50,5,48,3,"Rolpa","10-14 Yrs.",27832,14001,13831
50,5,48,4,"Rolpa","15-19 Yrs.",26459,12553,13906
50,5,48,5,"Rolpa","20-24 Yrs.",23887,10416,13471
50,5,48,6,"Rolpa","25-29 Yrs.",18169,7875,10294
50,5,48,7,"Rolpa","30-34 Yrs.",15741,6822,8919
50,5,48,8,"Rolpa","35-39 Yrs.",12925,5562,7363
50,5,48,9,"Rolpa","40-44 Yrs.",11627,4938,6689
50,5,48,10,"Rolpa","45-49 Yrs.",9956,4409,5547
50,5,48,11,"Rolpa","50-54 Yrs.",10352,4749,5603
50,5,48,12,"Rolpa","55-59 Yrs.",8039,3761,4278
50,5,48,13,"Rolpa","60-64 Yrs.",7173,3348,3825
50,5,48,14,"Rolpa","65-69 Yrs.",5540,2650,2890
50,5,48,15,"Rolpa","70-74 Yrs.",4541,2020,2521
50,5,48,16,"Rolpa","75-79 Yrs.",2643,1201,1442
50,5,48,17,"Rolpa","80-84 Yrs.",1025,438,587
50,5,48,18,"Rolpa","85-89 Yrs.",371,177,194
50,5,48,19,"Rolpa","90-94 Yrs.",139,57,82
50,5,48,20,"Rolpa","95+ Yrs.",69,27,42
50,5,49,0,"Pyuthan","All Ages",232019,104132,127887
50,5,49,1,"Pyuthan","00-04 Yrs.",21525,11251,10274
50,5,49,2,"Pyuthan","05-09 Yrs.",25902,13337,12565
50,5,49,3,"Pyuthan","10-14 Yrs.",28604,14307,14297
50,5,49,4,"Pyuthan","15-19 Yrs.",25578,11577,14001
50,5,49,5,"Pyuthan","20-24 Yrs.",21131,8223,12908
50,5,49,6,"Pyuthan","25-29 Yrs.",17523,6759,10764
50,5,49,7,"Pyuthan","30-34 Yrs.",15019,5870,9149
50,5,49,8,"Pyuthan","35-39 Yrs.",13417,5266,8151
50,5,49,9,"Pyuthan","40-44 Yrs.",11606,4607,6999
50,5,49,10,"Pyuthan","45-49 Yrs.",9813,3996,5817
50,5,49,11,"Pyuthan","50-54 Yrs.",10361,4465,5896
50,5,49,12,"Pyuthan","55-59 Yrs.",8147,3741,4406
50,5,49,13,"Pyuthan","60-64 Yrs.",7844,3601,4243
50,5,49,14,"Pyuthan","65-69 Yrs.",6173,2832,3341
50,5,49,15,"Pyuthan","70-74 Yrs.",4645,2134,2511
50,5,49,16,"Pyuthan","75-79 Yrs.",2795,1255,1540
50,5,49,17,"Pyuthan","80-84 Yrs.",1226,603,623
50,5,49,18,"Pyuthan","85-89 Yrs.",482,229,253
50,5,49,19,"Pyuthan","90-94 Yrs.",155,58,97
50,5,49,20,"Pyuthan","95+ Yrs.",73,21,52
50,5,50,0,"Gulmi","All Ages",246494,112025,134469
50,5,50,1,"Gulmi","00-04 Yrs.",19819,10434,9385
50,5,50,2,"Gulmi","05-09 Yrs.",23305,12305,11000
50,5,50,3,"Gulmi","10-14 Yrs.",24388,12525,11863
50,5,50,4,"Gulmi","15-19 Yrs.",24387,11405,12982
50,5,50,5,"Gulmi","20-24 Yrs.",19596,7772,11824
50,5,50,6,"Gulmi","25-29 Yrs.",18421,7269,11152
50,5,50,7,"Gulmi","30-34 Yrs.",15951,6568,9383
50,5,50,8,"Gulmi","35-39 Yrs.",14263,5575,8688
50,5,50,9,"Gulmi","40-44 Yrs.",12817,5088,7729
50,5,50,10,"Gulmi","45-49 Yrs.",12179,4962,7217
50,5,50,11,"Gulmi","50-54 Yrs.",13596,5821,7775
50,5,50,12,"Gulmi","55-59 Yrs.",11630,5285,6345
50,5,50,13,"Gulmi","60-64 Yrs.",11645,5395,6250
50,5,50,14,"Gulmi","65-69 Yrs.",8866,4139,4727
50,5,50,15,"Gulmi","70-74 Yrs.",7214,3299,3915
50,5,50,16,"Gulmi","75-79 Yrs.",4614,2279,2335
50,5,50,17,"Gulmi","80-84 Yrs.",2266,1170,1096
50,5,50,18,"Gulmi","85-89 Yrs.",977,506,471
50,5,50,19,"Gulmi","90-94 Yrs.",391,172,219
50,5,50,20,"Gulmi","95+ Yrs.",169,56,113
50,5,51,0,"Arghakhanchi","All Ages",177086,80672,96414
50,5,51,1,"Arghakhanchi","00-04 Yrs.",14493,7854,6639
50,5,51,2,"Arghakhanchi","05-09 Yrs.",16962,9035,7927
50,5,51,3,"Arghakhanchi","10-14 Yrs.",18194,9433,8761
50,5,51,4,"Arghakhanchi","15-19 Yrs.",17142,7853,9289
50,5,51,5,"Arghakhanchi","20-24 Yrs.",14106,5474,8632
50,5,51,6,"Arghakhanchi","25-29 Yrs.",13299,5070,8229
50,5,51,7,"Arghakhanchi","30-34 Yrs.",11554,4673,6881
50,5,51,8,"Arghakhanchi","35-39 Yrs.",10578,4188,6390
50,5,51,9,"Arghakhanchi","40-44 Yrs.",9631,3839,5792
50,5,51,10,"Arghakhanchi","45-49 Yrs.",8708,3497,5211
50,5,51,11,"Arghakhanchi","50-54 Yrs.",9712,4144,5568
50,5,51,12,"Arghakhanchi","55-59 Yrs.",8145,3790,4355
50,5,51,13,"Arghakhanchi","60-64 Yrs.",7870,3765,4105
50,5,51,14,"Arghakhanchi","65-69 Yrs.",6073,2854,3219
50,5,51,15,"Arghakhanchi","70-74 Yrs.",4765,2300,2465
50,5,51,16,"Arghakhanchi","75-79 Yrs.",3233,1524,1709
50,5,51,17,"Arghakhanchi","80-84 Yrs.",1587,859,728
50,5,51,18,"Arghakhanchi","85-89 Yrs.",653,357,296
50,5,51,19,"Arghakhanchi","90-94 Yrs.",296,135,161
50,5,51,20,"Arghakhanchi","95+ Yrs.",85,28,57
50,5,52,0,"Palpa","All Ages",245027,112761,132266
50,5,52,1,"Palpa","00-04 Yrs.",17901,9478,8423
50,5,52,2,"Palpa","05-09 Yrs.",20809,10814,9995
50,5,52,3,"Palpa","10-14 Yrs.",22053,11275,10778
50,5,52,4,"Palpa","15-19 Yrs.",24328,11872,12456
50,5,52,5,"Palpa","20-24 Yrs.",21761,9355,12406
50,5,52,6,"Palpa","25-29 Yrs.",20303,8281,12022
50,5,52,7,"Palpa","30-34 Yrs.",18206,7624,10582
50,5,52,8,"Palpa","35-39 Yrs.",16514,6980,9534
50,5,52,9,"Palpa","40-44 Yrs.",14392,6032,8360
50,5,52,10,"Palpa","45-49 Yrs.",13040,5607,7433
50,5,52,11,"Palpa","50-54 Yrs.",13698,6135,7563
50,5,52,12,"Palpa","55-59 Yrs.",10928,5023,5905
50,5,52,13,"Palpa","60-64 Yrs.",10009,4678,5331
50,5,52,14,"Palpa","65-69 Yrs.",8113,3729,4384
50,5,52,15,"Palpa","70-74 Yrs.",5923,2650,3273
50,5,52,16,"Palpa","75-79 Yrs.",3843,1710,2133
50,5,52,17,"Palpa","80-84 Yrs.",1940,931,1009
50,5,52,18,"Palpa","85-89 Yrs.",824,396,428
50,5,52,19,"Palpa","90-94 Yrs.",315,138,177
50,5,52,20,"Palpa","95+ Yrs.",127,53,74
50,5,53,0,"Nawalparasi (Bardaghat Susta West)","All Ages",386868,188182,198686
50,5,53,1,"Nawalparasi (Bardaghat Susta West)","00-04 Yrs.",31133,16306,14827
50,5,53,2,"Nawalparasi (Bardaghat Susta West)","05-09 Yrs.",35081,18442,16639
50,5,53,3,"Nawalparasi (Bardaghat Susta West)","10-14 Yrs.",35451,18261,17190
50,5,53,4,"Nawalparasi (Bardaghat Susta West)","15-19 Yrs.",39105,19816,19289
50,5,53,5,"Nawalparasi (Bardaghat Susta West)","20-24 Yrs.",38435,18088,20347
50,5,53,6,"Nawalparasi (Bardaghat Susta West)","25-29 Yrs.",33849,15014,18835
50,5,53,7,"Nawalparasi (Bardaghat Susta West)","30-34 Yrs.",30210,13391,16819
50,5,53,8,"Nawalparasi (Bardaghat Susta West)","35-39 Yrs.",29437,13293,16144
50,5,53,9,"Nawalparasi (Bardaghat Susta West)","40-44 Yrs.",24428,11491,12937
50,5,53,10,"Nawalparasi (Bardaghat Susta West)","45-49 Yrs.",18446,8922,9524
50,5,53,11,"Nawalparasi (Bardaghat Susta West)","50-54 Yrs.",18503,8852,9651
