area,prov,dist,agegrp,area_name,agegrpname,rowtotal,a_male,b_female
22,0,0,13,"Rural Municipalities","60-64 Yrs.",344385,168234,176151
22,0,0,14,"Rural Municipalities","65-69 Yrs.",283783,140663,143120
22,0,0,15,"Rural Municipalities","70-74 Yrs.",227837,109832,118005
22,0,0,16,"Rural Municipalities","75-79 Yrs.",131172,64715,66457
22,0,0,17,"Rural Municipalities","80-84 Yrs.",58780,29121,29659
22,0,0,18,"Rural Municipalities","85-89 Yrs.",26249,12791,13458
22,0,0,19,"Rural Municipalities","90-94 Yrs.",10523,4644,5879
22,0,0,20,"Rural Municipalities","95+ Yrs.",6906,2831,4075
31,0,0,0,"Mountain","All Ages",1772948,874260,898688
31,0,0,1,"Mountain","00-04 Yrs.",154494,80524,73970
31,0,0,2,"Mountain","05-09 Yrs.",177911,90587,87324
31,0,0,3,"Mountain","10-14 Yrs.",200201,100663,99538
31,0,0,4,"Mountain","15-19 Yrs.",187196,90917,96279
31,0,0,5,"Mountain","20-24 Yrs.",162485,77272,85213
31,0,0,6,"Mountain","25-29 Yrs.",136792,68070,68722
31,0,0,7,"Mountain","30-34 Yrs.",116963,57644,59319
31,0,0,8,"Mountain","35-39 Yrs.",108757,53138,55619
31,0,0,9,"Mountain","40-44 Yrs.",95495,45313,50182
31,0,0,10,"Mountain","45-49 Yrs.",82858,39795,43063
31,0,0,11,"Mountain","50-54 Yrs.",85379,41723,43656
31,0,0,12,"Mountain","55-59 Yrs.",68362,34310,34052
31,0,0,13,"Mountain","60-64 Yrs.",63683,31271,32412
31,0,0,14,"Mountain","65-69 Yrs.",48905,24279,24626
31,0,0,15,"Mountain","70-74 Yrs.",40353,18775,21578
31,0,0,16,"Mountain","75-79 Yrs.",23682,11095,12587
31,0,0,17,"Mountain","80-84 Yrs.",11472,5473,5999
31,0,0,18,"Mountain","85-89 Yrs.",5165,2342,2823
31,0,0,19,"Mountain","90-94 Yrs.",1859,716,1143
31,0,0,20,"Mountain","95+ Yrs.",936,353,583
32,0,0,0,"Hill","All Ages",11757624,5717247,6040377
32,0,0,1,"Hill","00-04 Yrs.",877990,463167,414823
32,0,0,2,"Hill","05-09 Yrs.",1003713,524548,479165
32,0,0,3,"Hill","10-14 Yrs.",1105998,568487,537511
32,0,0,4,"Hill","15-19 Yrs.",1184235,593888,590347
32,0,0,5,"Hill","20-24 Yrs.",1132282,535107,597175
32,0,0,6,"Hill","25-29 Yrs.",1010564,468013,542551
32,0,0,7,"Hill","30-34 Yrs.",894389,415167,479222
32,0,0,8,"Hill","35-39 Yrs.",824631,382560,442071
32,0,0,9,"Hill","40-44 Yrs.",727015,337419,389596
32,0,0,10,"Hill","45-49 Yrs.",606140,285221,320919
32,0,0,11,"Hill","50-54 Yrs.",616255,297508,318747
32,0,0,12,"Hill","55-59 Yrs.",471446,230271,241175
32,0,0,13,"Hill","60-64 Yrs.",421649,203753,217896
32,0,0,14,"Hill","65-69 Yrs.",324575,155954,168621
32,0,0,15,"Hill","70-74 Yrs.",250619,115427,135192
32,0,0,16,"Hill","75-79 Yrs.",162522,74768,87754
32,0,0,17,"Hill","80-84 Yrs.",81090,38452,42638
32,0,0,18,"Hill","85-89 Yrs.",40124,18436,21688
32,0,0,19,"Hill","90-94 Yrs.",15097,6388,8709
32,0,0,20,"Hill","95+ Yrs.",7290,2713,4577
33,0,0,0,"Tarai","All Ages",15634006,7662044,7971962
33,0,0,1,"Tarai","00-04 Yrs.",1406799,746834,659965
33,0,0,2,"Tarai","05-09 Yrs.",1584803,828270,756533
33,0,0,3,"Tarai","10-14 Yrs.",1603666,826804,776862
33,0,0,4,"Tarai","15-19 Yrs.",1594973,809718,785255
33,0,0,5,"Tarai","20-24 Yrs.",1488293,688640,799653
33,0,0,6,"Tarai","25-29 Yrs.",1311993,586159,725834
33,0,0,7,"Tarai","30-34 Yrs.",1136360,506165,630195
33,0,0,8,"Tarai","35-39 Yrs.",1108104,501233,606871
33,0,0,9,"Tarai","40-44 Yrs.",925322,445761,479561
33,0,0,10,"Tarai","45-49 Yrs.",747041,362508,384533
33,0,0,11,"Tarai","50-54 Yrs.",712217,353263,358954
33,0,0,12,"Tarai","55-59 Yrs.",536136,272977,263159
33,0,0,13,"Tarai","60-64 Yrs.",470272,230938,239334
33,0,0,14,"Tarai","65-69 Yrs.",398138,199456,198682
33,0,0,15,"Tarai","70-74 Yrs.",318398,157852,160546
33,0,0,16,"Tarai","75-79 Yrs.",166999,85135,81864
33,0,0,17,"Tarai","80-84 Yrs.",68994,34390,34604
33,0,0,18,"Tarai","85-89 Yrs.",31138,15389,15749
33,0,0,19,"Tarai","90-94 Yrs.",13450,6087,7363
33,0,0,20,"Tarai","95+ Yrs.",10910,4465,6445
40,1,0,0,"Province-1","All Ages",4961412,2417328,2544084
40,1,0,1,"Province-1","00-04 Yrs.",382972,198619,184353
40,1,0,2,"Province-1","05-09 Yrs.",451346,231574,219772
40,1,0,3,"Province-1","10-14 Yrs.",455058,231545,223513
40,1,0,4,"Province-1","15-19 Yrs.",481880,242715,239165
40,1,0,5,"Province-1","20-24 Yrs.",451234,210760,240474
40,1,0,6,"Province-1","25-29 Yrs.",414446,188651,225795
40,1,0,7,"Province-1","30-34 Yrs.",368650,168852,199798
40,1,0,8,"Province-1","35-39 Yrs.",355201,164216,190985
40,1,0,9,"Province-1","40-44 Yrs.",313769,149827,163942
40,1,0,10,"Province-1","45-49 Yrs.",258216,124887,133329
40,1,0,11,"Province-1","50-54 Yrs.",265648,130429,135219
40,1,0,12,"Province-1","55-59 Yrs.",206528,102458,104070
40,1,0,13,"Province-1","60-64 Yrs.",183593,90215,93378
40,1,0,14,"Province-1","65-69 Yrs.",144070,71011,73059
40,1,0,15,"Province-1","70-74 Yrs.",107228,52509,54719
40,1,0,16,"Province-1","75-79 Yrs.",64506,31480,33026
40,1,0,17,"Province-1","80-84 Yrs.",31939,16083,15856
40,1,0,18,"Province-1","85-89 Yrs.",16534,7842,8692
40,1,0,19,"Province-1","90-94 Yrs.",5756,2587,3169
40,1,0,20,"Province-1","95+ Yrs.",2838,1068,1770
40,2,0,0,"Madhesh","All Ages",6114600,3065751,3048849
40,2,0,1,"Madhesh","00-04 Yrs.",641122,343350,297772
40,2,0,2,"Madhesh","05-09 Yrs.",703465,367293,336172
40,2,0,3,"Madhesh","10-14 Yrs.",683655,352252,331403
40,2,0,4,"Madhesh","15-19 Yrs.",628716,327285,301431
40,2,0,5,"Madhesh","20-24 Yrs.",568137,270626,297511
40,2,0,6,"Madhesh","25-29 Yrs.",480982,222693,258289
40,2,0,7,"Madhesh","30-34 Yrs.",402234,183710,218524
40,2,0,8,"Madhesh","35-39 Yrs.",405662,184460,221202
40,2,0,9,"Madhesh","40-44 Yrs.",325657,162490,163167
40,2,0,10,"Madhesh","45-49 Yrs.",272956,133759,139197
40,2,0,11,"Madhesh","50-54 Yrs.",250054,128977,121077
40,2,0,12,"Madhesh","55-59 Yrs.",192853,101572,91281
40,2,0,13,"Madhesh","60-64 Yrs.",173483,87346,86137
40,2,0,14,"Madhesh","65-69 Yrs.",155640,80973,74667
40,2,0,15,"Madhesh","70-74 Yrs.",129392,66137,63255
40,2,0,16,"Madhesh","75-79 Yrs.",61647,33110,28537
40,2,0,17,"Madhesh","80-84 Yrs.",21453,11136,10317
40,2,0,18,"Madhesh","85-89 Yrs.",8681,4544,4137
40,2,0,19,"Madhesh","90-94 Yrs.",4112,1971,2141
40,2,0,20,"Madhesh","95+ Yrs.",4699,2067,2632
40,3,0,0,"Bagmati","All Ages",6116866,3048684,3068182
40,3,0,1,"Bagmati","00-04 Yrs.",398478,211343,187135
40,3,0,2,"Bagmati","05-09 Yrs.",457697,242253,215444
40,3,0,3,"Bagmati","10-14 Yrs.",497539,259593,237946
40,3,0,4,"Bagmati","15-19 Yrs.",583970,301870,282100
40,3,0,5,"Bagmati","20-24 Yrs.",610209,302751,307458
40,3,0,6,"Bagmati","25-29 Yrs.",571993,275104,296889
40,3,0,7,"Bagmati","30-34 Yrs.",516535,247202,269333
40,3,0,8,"Bagmati","35-39 Yrs.",479801,230882,248919
40,3,0,9,"Bagmati","40-44 Yrs.",423815,205375,218440
40,3,0,10,"Bagmati","45-49 Yrs.",341815,167748,174067
40,3,0,11,"Bagmati","50-54 Yrs.",336416,168504,167912
40,3,0,12,"Bagmati","55-59 Yrs.",244749,123202,121547
40,3,0,13,"Bagmati","60-64 Yrs.",212098,104661,107437
40,3,0,14,"Bagmati","65-69 Yrs.",160866,78818,82048
40,3,0,15,"Bagmati","70-74 Yrs.",119931,56246,63685
40,3,0,16,"Bagmati","75-79 Yrs.",82345,38017,44328
40,3,0,17,"Bagmati","80-84 Yrs.",42456,19553,22903
40,3,0,18,"Bagmati","85-89 Yrs.",23496,10431,13065
40,3,0,19,"Bagmati","90-94 Yrs.",8574,3602,4972
40,3,0,20,"Bagmati","95+ Yrs.",4083,1529,2554
40,4,0,0,"Gandaki","All Ages",2466427,1170833,1295594
40,4,0,1,"Gandaki","00-04 Yrs.",168930,90109,78821
40,4,0,2,"Gandaki","05-09 Yrs.",202023,107325,94698
40,4,0,3,"Gandaki","10-14 Yrs.",217815,112774,105041
40,4,0,4,"Gandaki","15-19 Yrs.",236245,119627,116618
40,4,0,5,"Gandaki","20-24 Yrs.",224870,104438,120432
40,4,0,6,"Gandaki","25-29 Yrs.",205009,88570,116439
40,4,0,7,"Gandaki","30-34 Yrs.",183622,79759,103863
40,4,0,8,"Gandaki","35-39 Yrs.",171335,74724,96611
40,4,0,9,"Gandaki","40-44 Yrs.",152433,66888,85545
40,4,0,10,"Gandaki","45-49 Yrs.",129993,58568,71425
40,4,0,11,"Gandaki","50-54 Yrs.",135065,62964,72101
40,4,0,12,"Gandaki","55-59 Yrs.",109980,51726,58254
40,4,0,13,"Gandaki","60-64 Yrs.",102190,47867,54323
40,4,0,14,"Gandaki","65-69 Yrs.",82040,38318,43722
40,4,0,15,"Gandaki","70-74 Yrs.",63625,29097,34528
40,4,0,16,"Gandaki","75-79 Yrs.",41393,19216,22177
40,4,0,17,"Gandaki","80-84 Yrs.",22787,11044,11743
40,4,0,18,"Gandaki","85-89 Yrs.",10426,4971,5455
40,4,0,19,"Gandaki","90-94 Yrs.",4309,1907,2402
40,4,0,20,"Gandaki","95+ Yrs.",2337,941,1396
40,5,0,0,"Lumbini","All Ages",5122078,2454408,2667670
40,5,0,1,"Lumbini","00-04 Yrs.",439841,230778,209063
40,5,0,2,"Lumbini","05-09 Yrs.",497938,259850,238088
40,5,0,3,"Lumbini","10-14 Yrs.",523078,268902,254176
40,5,0,4,"Lumbini","15-19 Yrs.",540900,266043,274857
40,5,0,5,"Lumbini","20-24 Yrs.",496646,222525,274121
40,5,0,6,"Lumbini","25-29 Yrs.",440485,191156,249329
40,5,0,7,"Lumbini","30-34 Yrs.",381940,166688,215252
40,5,0,8,"Lumbini","35-39 Yrs.",357093,159440,197653
40,5,0,9,"Lumbini","40-44 Yrs.",298968,137684,161284
40,5,0,10,"Lumbini","45-49 Yrs.",239701,112978,126723
40,5,0,11,"Lumbini","50-54 Yrs.",236367,111759,124608
40,5,0,12,"Lumbini","55-59 Yrs.",179360,88491,90869
40,5,0,13,"Lumbini","60-64 Yrs.",158359,76171,82188
40,5,0,14,"Lumbini","65-69 Yrs.",130920,63584,67336
40,5,0,15,"Lumbini","70-74 Yrs.",102466,49769,52697
40,5,0,16,"Lumbini","75-79 Yrs.",56426,28123,28303
40,5,0,17,"Lumbini","80-84 Yrs.",24157,12144,12013
40,5,0,18,"Lumbini","85-89 Yrs.",10093,5111,4982
40,5,0,19,"Lumbini","90-94 Yrs.",4294,1967,2327
40,5,0,20,"Lumbini","95+ Yrs.",3046,1245,1801
40,6,0,0,"Karnali","All Ages",1688412,823761,864651
40,6,0,1,"Karnali","00-04 Yrs.",168801,88558,80243
40,6,0,2,"Karnali","05-09 Yrs.",181718,93345,88373
40,6,0,3,"Karnali","10-14 Yrs.",208372,105671,102701
40,6,0,4,"Karnali","15-19 Yrs.",196744,95552,101192
40,6,0,5,"Karnali","20-24 Yrs.",171261,78794,92467
40,6,0,6,"Karnali","25-29 Yrs.",133332,62847,70485
40,6,0,7,"Karnali","30-34 Yrs.",110629,51760,58869
40,6,0,8,"Karnali","35-39 Yrs.",100490,46602,53888
40,6,0,9,"Karnali","40-44 Yrs.",86139,39691,46448
40,6,0,10,"Karnali","45-49 Yrs.",73055,34930,38125
40,6,0,11,"Karnali","50-54 Yrs.",69706,34094,35612
40,6,0,12,"Karnali","55-59 Yrs.",53683,27094,26589
40,6,0,13,"Karnali","60-64 Yrs.",47987,23430,24557
40,6,0,14,"Karnali","65-69 Yrs.",34780,17196,17584
40,6,0,15,"Karnali","70-74 Yrs.",28770,13352,15418
40,6,0,16,"Karnali","75-79 Yrs.",14453,6790,7663
40,6,0,17,"Karnali","80-84 Yrs.",5250,2605,2645
40,6,0,18,"Karnali","85-89 Yrs.",1966,973,993
40,6,0,19,"Karnali","90-94 Yrs.",742,283,459
40,6,0,20,"Karnali","95+ Yrs.",534,194,340
40,7,0,0,"Sudur Paschim","All Ages",2694783,1272786,1421997
40,7,0,1,"Sudur Paschim","00-04 Yrs.",239139,127768,111371
40,7,0,2,"Sudur Paschim","05-09 Yrs.",272240,141765,130475
40,7,0,3,"Sudur Paschim","10-14 Yrs.",324348,165217,159131
40,7,0,4,"Sudur Paschim","15-19 Yrs.",297949,141431,156518
40,7,0,5,"Sudur Paschim","20-24 Yrs.",260703,111125,149578
40,7,0,6,"Sudur Paschim","25-29 Yrs.",213102,93221,119881
40,7,0,7,"Sudur Paschim","30-34 Yrs.",184102,81005,103097
40,7,0,8,"Sudur Paschim","35-39 Yrs.",171910,76607,95303
40,7,0,9,"Sudur Paschim","40-44 Yrs.",147051,66538,80513
40,7,0,10,"Sudur Paschim","45-49 Yrs.",120303,54654,65649
40,7,0,11,"Sudur Paschim","50-54 Yrs.",120595,55767,64828
40,7,0,12,"Sudur Paschim","55-59 Yrs.",88791,43015,45776
40,7,0,13,"Sudur Paschim","60-64 Yrs.",77894,36272,41622
40,7,0,14,"Sudur Paschim","65-69 Yrs.",63302,29789,33513
40,7,0,15,"Sudur Paschim","70-74 Yrs.",57958,24944,33014
40,7,0,16,"Sudur Paschim","75-79 Yrs.",32433,14262,18171
40,7,0,17,"Sudur Paschim","80-84 Yrs.",13514,5750,7764
40,7,0,18,"Sudur Paschim","85-89 Yrs.",5231,2295,2936
40,7,0,19,"Sudur Paschim","90-94 Yrs.",2619,874,1745
40,7,0,20,"Sudur Paschim","95+ Yrs.",1599,487,1112
50,1,1,0,"Taplejung","All Ages",120590,60773,59817
50,1,1,1,"Taplejung","00-04 Yrs.",10220,5243,4977
50,1,1,2,"Taplejung","05-09 Yrs.",11716,5940,5776
50,1,1,3,"Taplejung","10-14 Yrs.",11593,5745,5848
50,1,1,4,"Taplejung","15-19 Yrs.",13080,6543,6537
50,1,1,5,"Taplejung","20-24 Yrs.",11921,5989,5932
50,1,1,6,"Taplejung","25-29 Yrs.",10523,5441,5082
50,1,1,7,"Taplejung","30-34 Yrs.",8365,4263,4102
50,1,1,8,"Taplejung","35-39 Yrs.",7206,3606,3600
50,1,1,9,"Taplejung","40-44 Yrs.",6468,3191,3277
50,1,1,10,"Taplejung","45-49 Yrs.",5473,2626,2847
50,1,1,11,"Taplejung","50-54 Yrs.",6200,3146,3054
50,1,1,12,"Taplejung","55-59 Yrs.",4984,2489,2495
50,1,1,13,"Taplejung","60-64 Yrs.",4388,2311,2077
50,1,1,14,"Taplejung","65-69 Yrs.",3240,1624,1616
50,1,1,15,"Taplejung","70-74 Yrs.",2441,1226,1215
50,1,1,16,"Taplejung","75-79 Yrs.",1448,727,721
50,1,1,17,"Taplejung","80-84 Yrs.",802,415,387
50,1,1,18,"Taplejung","85-89 Yrs.",364,174,190
50,1,1,19,"Taplejung","90-94 Yrs.",121,54,67
50,1,1,20,"Taplejung","95+ Yrs.",37,20,17
50,1,2,0,"Sankhuwasabha","All Ages",158041,79579,78462
50,1,2,1,"Sankhuwasabha","00-04 Yrs.",11936,6199,5737
50,1,2,2,"Sankhuwasabha","05-09 Yrs.",15239,7883,7356
50,1,2,3,"Sankhuwasabha","10-14 Yrs.",15520,7869,7651
50,1,2,4,"Sankhuwasabha","15-19 Yrs.",15912,8063,7849
50,1,2,5,"Sankhuwasabha","20-24 Yrs.",13874,6830,7044
50,1,2,6,"Sankhuwasabha","25-29 Yrs.",13227,6708,6519
50,1,2,7,"Sankhuwasabha","30-34 Yrs.",11484,5884,5600
50,1,2,8,"Sankhuwasabha","35-39 Yrs.",10531,5313,5218
50,1,2,9,"Sankhuwasabha","40-44 Yrs.",9151,4566,4585
50,1,2,10,"Sankhuwasabha","45-49 Yrs.",7474,3710,3764
50,1,2,11,"Sankhuwasabha","50-54 Yrs.",7995,4031,3964
50,1,2,12,"Sankhuwasabha","55-59 Yrs.",6507,3188,3319
50,1,2,13,"Sankhuwasabha","60-64 Yrs.",6475,3163,3312
50,1,2,14,"Sankhuwasabha","65-69 Yrs.",4909,2437,2472
50,1,2,15,"Sankhuwasabha","70-74 Yrs.",3612,1746,1866
50,1,2,16,"Sankhuwasabha","75-79 Yrs.",2195,1034,1161
50,1,2,17,"Sankhuwasabha","80-84 Yrs.",1134,567,567
50,1,2,18,"Sankhuwasabha","85-89 Yrs.",605,284,321
50,1,2,19,"Sankhuwasabha","90-94 Yrs.",187,85,102
50,1,2,20,"Sankhuwasabha","95+ Yrs.",74,19,55
50,1,3,0,"Solukhumbu","All Ages",104851,52747,52104
50,1,3,1,"Solukhumbu","00-04 Yrs.",8323,4306,4017
50,1,3,2,"Solukhumbu","05-09 Yrs.",9365,4820,4545
50,1,3,3,"Solukhumbu","10-14 Yrs.",10373,5202,5171
50,1,3,4,"Solukhumbu","15-19 Yrs.",10461,5348,5113
50,1,3,5,"Solukhumbu","20-24 Yrs.",9747,4900,4847
50,1,3,6,"Solukhumbu","25-29 Yrs.",8872,4627,4245
50,1,3,7,"Solukhumbu","30-34 Yrs.",7451,3802,3649
50,1,3,8,"Solukhumbu","35-39 Yrs.",6811,3421,3390
50,1,3,9,"Solukhumbu","40-44 Yrs.",5786,2816,2970
50,1,3,10,"Solukhumbu","45-49 Yrs.",4752,2294,2458
50,1,3,11,"Solukhumbu","50-54 Yrs.",5727,2803,2924
50,1,3,12,"Solukhumbu","55-59 Yrs.",4483,2187,2296
50,1,3,13,"Solukhumbu","60-64 Yrs.",4091,2034,2057
50,1,3,14,"Solukhumbu","65-69 Yrs.",3206,1615,1591
50,1,3,15,"Solukhumbu","70-74 Yrs.",2443,1148,1295
50,1,3,16,"Solukhumbu","75-79 Yrs.",1650,801,849
50,1,3,17,"Solukhumbu","80-84 Yrs.",761,382,379
50,1,3,18,"Solukhumbu","85-89 Yrs.",410,186,224
50,1,3,19,"Solukhumbu","90-94 Yrs.",101,37,64
50,1,3,20,"Solukhumbu","95+ Yrs.",38,18,20
50,1,4,0,"Okhaldhunga","All Ages",139552,68080,71472
50,1,4,1,"Okhaldhunga","00-04 Yrs.",9959,5126,4833
50,1,4,2,"Okhaldhunga","05-09 Yrs.",11457,5689,5768
50,1,4,3,"Okhaldhunga","10-14 Yrs.",13436,6854,6582
50,1,4,4,"Okhaldhunga","15-19 Yrs.",14767,7319,7448
50,1,4,5,"Okhaldhunga","20-24 Yrs.",12841,6225,6616
50,1,4,6,"Okhaldhunga","25-29 Yrs.",11030,5385,5645
50,1,4,7,"Okhaldhunga","30-34 Yrs.",8974,4369,4605
50,1,4,8,"Okhaldhunga","35-39 Yrs.",8171,3856,4315
50,1,4,9,"Okhaldhunga","40-44 Yrs.",7533,3491,4042
50,1,4,10,"Okhaldhunga","45-49 Yrs.",6791,3160,3631
50,1,4,11,"Okhaldhunga","50-54 Yrs.",8332,4045,4287
50,1,4,12,"Okhaldhunga","55-59 Yrs.",6504,3167,3337
50,1,4,13,"Okhaldhunga","60-64 Yrs.",6111,2947,3164
50,1,4,14,"Okhaldhunga","65-69 Yrs.",4717,2237,2480
50,1,4,15,"Okhaldhunga","70-74 Yrs.",3838,1815,2023
50,1,4,16,"Okhaldhunga","75-79 Yrs.",2596,1216,1380
50,1,4,17,"Okhaldhunga","80-84 Yrs.",1400,685,715
50,1,4,18,"Okhaldhunga","85-89 Yrs.",708,324,384
50,1,4,19,"Okhaldhunga","90-94 Yrs.",268,123,145
50,1,4,20,"Okhaldhunga","95+ Yrs.",119,47,72
50,1,5,0,"Khotang","All Ages",175298,86637,88661
50,1,5,1,"Khotang","00-04 Yrs.",14416,7441,6975
50,1,5,2,"Khotang","05-09 Yrs.",16554,8349,8205
50,1,5,3,"Khotang","10-14 Yrs.",18027,8975,9052
50,1,5,4,"Khotang","15-19 Yrs.",19174,9581,9593
50,1,5,5,"Khotang","20-24 Yrs.",15690,7649,8041
50,1,5,6,"Khotang","25-29 Yrs.",13367,6660,6707
50,1,5,7,"Khotang","30-34 Yrs.",10595,5367,5228
50,1,5,8,"Khotang","35-39 Yrs.",9623,4661,4962
50,1,5,9,"Khotang","40-44 Yrs.",8659,4080,4579
50,1,5,10,"Khotang","45-49 Yrs.",8009,3734,4275
50,1,5,11,"Khotang","50-54 Yrs.",9690,4606,5084
50,1,5,12,"Khotang","55-59 Yrs.",8130,3942,4188
50,1,5,13,"Khotang","60-64 Yrs.",7334,3642,3692
50,1,5,14,"Khotang","65-69 Yrs.",5665,2820,2845
50,1,5,15,"Khotang","70-74 Yrs.",4518,2207,2311
50,1,5,16,"Khotang","75-79 Yrs.",3192,1491,1701
50,1,5,17,"Khotang","80-84 Yrs.",1536,865,671
50,1,5,18,"Khotang","85-89 Yrs.",791,408,383
50,1,5,19,"Khotang","90-94 Yrs.",252,125,127
50,1,5,20,"Khotang","95+ Yrs.",76,34,42
50,1,6,0,"Bhojpur","All Ages",157923,78211,79712
50,1,6,1,"Bhojpur","00-04 Yrs.",12228,6302,5926
50,1,6,2,"Bhojpur","05-09 Yrs.",14440,7212,7228
50,1,6,3,"Bhojpur","10-14 Yrs.",15601,7865,7736
50,1,6,4,"Bhojpur","15-19 Yrs.",16101,8178,7923
50,1,6,5,"Bhojpur","20-24 Yrs.",13679,6640,7039
50,1,6,6,"Bhojpur","25-29 Yrs.",12388,6290,6098
50,1,6,7,"Bhojpur","30-34 Yrs.",10409,5210,5199
50,1,6,8,"Bhojpur","35-39 Yrs.",9452,4611,4841
50,1,6,9,"Bhojpur","40-44 Yrs.",8496,4007,4489
50,1,6,10,"Bhojpur","45-49 Yrs.",7783,3744,4039
50,1,6,11,"Bhojpur","50-54 Yrs.",8857,4236,4621
50,1,6,12,"Bhojpur","55-59 Yrs.",7583,3686,3897
50,1,6,13,"Bhojpur","60-64 Yrs.",6908,3405,3503
50,1,6,14,"Bhojpur","65-69 Yrs.",4991,2426,2565
50,1,6,15,"Bhojpur","70-74 Yrs.",3934,1872,2062
50,1,6,16,"Bhojpur","75-79 Yrs.",2616,1336,1280
50,1,6,17,"Bhojpur","80-84 Yrs.",1349,676,673
50,1,6,18,"Bhojpur","85-89 Yrs.",783,381,402
50,1,6,19,"Bhojpur","90-94 Yrs.",237,104,133
50,1,6,20,"Bhojpur","95+ Yrs.",88,30,58
50,1,7,0,"Dhankuta","All Ages",150599,73824,76775
50,1,7,1,"Dhankuta","00-04 Yrs.",10706,5499,5207
50,1,7,2,"Dhankuta","05-09 Yrs.",12826,6608,6218
50,1,7,3,"Dhankuta","10-14 Yrs.",13324,6758,6566
50,1,7,4,"Dhankuta","15-19 Yrs.",14346,7172,7174
50,1,7,5,"Dhankuta","20-24 Yrs.",13496,6505,6991
50,1,7,6,"Dhankuta","25-29 Yrs.",12248,5959,6289
50,1,7,7,"Dhankuta","30-34 Yrs.",10877,5158,5719
50,1,7,8,"Dhankuta","35-39 Yrs.",10309,4993,5316
50,1,7,9,"Dhankuta","40-44 Yrs.",9324,4277,5047
50,1,7,10,"Dhankuta","45-49 Yrs.",8054,3795,4259
50,1,7,11,"Dhankuta","50-54 Yrs.",8720,4242,4478
50,1,7,12,"Dhankuta","55-59 Yrs.",7249,3449,3800
50,1,7,13,"Dhankuta","60-64 Yrs.",6402,3194,3208
50,1,7,14,"Dhankuta","65-69 Yrs.",4912,2391,2521
50,1,7,15,"Dhankuta","70-74 Yrs.",3454,1735,1719
50,1,7,16,"Dhankuta","75-79 Yrs.",2288,1088,1200
50,1,7,17,"Dhankuta","80-84 Yrs.",1219,622,597
50,1,7,18,"Dhankuta","85-89 Yrs.",581,258,323
50,1,7,19,"Dhankuta","90-94 Yrs.",197,92,105
50,1,7,20,"Dhankuta","95+ Yrs.",67,29,38
50,1,8,0,"Terhathum","All Ages",88731,43581,45150
50,1,8,1,"Terhathum","00-04 Yrs.",6749,3535,3214
50,1,8,2,"Terhathum","05-09 Yrs.",8127,4086,4041
50,1,8,3,"Terhathum","10-14 Yrs.",7850,3975,3875
50,1,8,4,"Terhathum","15-19 Yrs.",8880,4551,4329
50,1,8,5,"Terhathum","20-24 Yrs.",8018,3814,4204
50,1,8,6,"Terhathum","25-29 Yrs.",7065,3380,3685
50,1,8,7,"Terhathum","30-34 Yrs.",6275,3082,3193
50,1,8,8,"Terhathum","35-39 Yrs.",5706,2771,2935
50,1,8,9,"Terhathum","40-44 Yrs.",5093,2415,2678
50,1,8,10,"Terhathum","45-49 Yrs.",4383,1966,2417
50,1,8,11,"Terhathum","50-54 Yrs.",5095,2450,2645
50,1,8,12,"Terhathum","55-59 Yrs.",4131,1987,2144
50,1,8,13,"Terhathum","60-64 Yrs.",3906,1981,1925
50,1,8,14,"Terhathum","65-69 Yrs.",2770,1341,1429
50,1,8,15,"Terhathum","70-74 Yrs.",2052,969,1083
50,1,8,16,"Terhathum","75-79 Yrs.",1352,647,705
50,1,8,17,"Terhathum","80-84 Yrs.",744,381,363
50,1,8,18,"Terhathum","85-89 Yrs.",368,177,191
50,1,8,19,"Terhathum","90-94 Yrs.",124,55,69
50,1,8,20,"Terhathum","95+ Yrs.",43,18,25
50,1,9,0,"Panchthar","All Ages",172400,85683,86717
50,1,9,1,"Panchthar","00-04 Yrs.",13976,7131,6845
50,1,9,2,"Panchthar","05-09 Yrs.",15799,7994,7805
50,1,9,3,"Panchthar","10-14 Yrs.",15549,7766,7783
50,1,9,4,"Panchthar","15-19 Yrs.",17649,8987,8662
50,1,9,5,"Panchthar","20-24 Yrs.",16413,8107,8306
50,1,9,6,"Panchthar","25-29 Yrs.",14719,7313,7406
50,1,9,7,"Panchthar","30-34 Yrs.",12303,6159,6144
50,1,9,8,"Panchthar","35-39 Yrs.",10929,5328,5601
50,1,9,9,"Panchthar","40-44 Yrs.",9345,4429,4916
50,1,9,10,"Panchthar","45-49 Yrs.",8089,3772,4317
50,1,9,11,"Panchthar","50-54 Yrs.",9404,4514,4890
50,1,9,12,"Panchthar","55-59 Yrs.",7978,3944,4034
50,1,9,13,"Panchthar","60-64 Yrs.",7097,3570,3527
50,1,9,14,"Panchthar","65-69 Yrs.",5170,2644,2526
50,1,9,15,"Panchthar","70-74 Yrs.",3557,1765,1792
50,1,9,16,"Panchthar","75-79 Yrs.",2291,1136,1155
50,1,9,17,"Panchthar","80-84 Yrs.",1297,701,596
50,1,9,18,"Panchthar","85-89 Yrs.",587,300,287
50,1,9,19,"Panchthar","90-94 Yrs.",192,97,95
50,1,9,20,"Panchthar","95+ Yrs.",56,26,30
50,1,10,0,"Ilam","All Ages",279534,139431,140103
50,1,10,1,"Ilam","00-04 Yrs.",18042,9239,8803
50,1,10,2,"Ilam","05-09 Yrs.",21314,10984,10330
50,1,10,3,"Ilam","10-14 Yrs.",21305,10869,10436
