sex,agegrp,sexname,agegrpname,total,urban,rural,mountain,hill,tarai,province1,madhesh,bagmati,gandaki,lumbini,karnali,sudurpaschim
2,50,"Female","50 Year",258058,169313,88745,15127,96063,146868,40665,65414,50762,20040,41727,13394,26056
2,51,"Female","51 Year",101787,67763,34024,6062,50694,45031,21409,9873,26659,12193,18280,5004,8369
2,52,"Female","52 Year",135860,89633,46227,8154,62512,65194,26831,19427,33135,14219,23816,6588,11844
2,53,"Female","53 Year",120348,78398,41950,7739,58079,54530,24637,14360,30088,13536,21932,5767,10028
2,54,"Female","54 Year",105304,69389,35915,6574,51399,47331,21677,12003,27268,12113,18853,4859,8531
2,55,"Female","55 Year",166013,108013,58000,9397,59560,97056,27115,44960,30878,13524,26429,7756,15351
2,56,"Female","56 Year",106545,69345,37200,7048,51542,47955,22579,13015,26191,12293,18317,5298,8852
2,57,"Female","57 Year",75505,49232,26273,4957,37645,32903,16158,8310,19046,9581,12893,3709,5808
2,58,"Female","58 Year",115271,73651,41620,7649,52933,54689,21745,18268,25772,12657,20249,6204,10376
2,59,"Female","59 Year",75052,48441,26611,5001,39495,30556,16473,6728,19660,10199,12981,3622,5389
2,60,"Female","60 Year",185522,118899,66623,11701,70206,103615,29589,47664,35502,16262,29588,9075,17842
2,61,"Female","61 Year",67512,43473,24039,4645,34704,28163,15044,6553,16892,9293,11378,3485,4867
2,62,"Female","62 Year",90458,57934,32524,6069,41677,42712,18635,13620,20232,10371,15660,4644,7296
2,63,"Female","63 Year",79025,50392,28633,5628,37883,35514,16192,10385,18542,9695,13657,4094,6460
2,64,"Female","64 Year",67125,42793,24332,4369,33426,29330,13918,7915,16269,8702,11905,3259,5157
2,65,"Female","65 Year",126465,80884,45581,7306,43946,75213,20040,35843,21965,10876,20740,5524,11477
2,66,"Female","66 Year",67851,43388,24463,4467,33126,30258,14403,8482,15781,8781,12028,3143,5233
2,67,"Female","67 Year",58848,37114,21734,3645,30177,25026,11999,6769,14652,8151,10272,2541,4464
2,68,"Female","68 Year",80839,50936,29903,5374,34423,41042,14800,15319,16485,8787,14046,3788,7614
2,69,"Female","69 Year",57926,36487,21439,3834,26949,27143,11817,8254,13165,7127,10250,2588,4725
2,70,"Female","70 Year",116609,73759,42850,7698,40465,68446,16759,32464,19166,9972,18870,5928,13450
2,71,"Female","71 Year",51238,32386,18852,3439,24852,22947,10319,7014,11550,6379,8970,2470,4536
2,72,"Female","72 Year",63086,38936,24150,4156,27613,31317,10588,12577,12870,7090,10669,2889,6403
2,73,"Female","73 Year",47246,29398,17848,3462,22895,20889,9233,6582,10553,6087,7574,2343,4874
2,74,"Female","74 Year",39137,24832,14305,2823,19367,16947,7820,4618,9546,5000,6614,1788,3751
2,75,"Female","75 Year",63363,39979,23384,3954,23752,35657,9670,16775,11781,5837,9650,2470,7180
2,76,"Female","76 Year",37802,24263,13539,2755,19950,15097,6936,4078,10493,4910,5807,1785,3793
2,77,"Female","77 Year",36501,23105,13396,2638,20802,13061,7952,2639,10492,5222,5742,1510,2944
2,78,"Female","78 Year",30765,19535,11230,2221,15596,12948,5206,4128,7526,4100,5119,1416,3270
2,79,"Female","79 Year",13774,8866,4908,1019,7654,5101,3262,917,4036,2108,1985,482,984
2,80,"Female","80 Year",33130,20791,12339,2311,13560,17259,5009,7302,7298,3407,5018,1117,3979
2,81,"Female","81 Year",11771,7698,4073,818,6876,4077,2693,668,3495,2011,1729,366,809
2,82,"Female","82 Year",14323,9324,4999,1008,8206,5109,2905,1066,4429,2245,2132,435,1111
2,83,"Female","83 Year",12913,8387,4526,996,7550,4367,2911,691,3896,2252,1719,393,1051
2,84,"Female","84 Year",11104,7382,3722,866,6446,3792,2338,590,3785,1828,1415,334,814
2,85,"Female","85 Year",13084,8704,4380,841,5735,6508,2439,2501,3497,1390,1799,321,1137
2,86,"Female","86 Year",7255,4862,2393,544,4196,2515,1550,461,2540,1024,925,193,562
2,87,"Female","87 Year",6597,4366,2231,450,3930,2217,1638,348,2304,1029,798,146,334
2,88,"Female","88 Year",9958,6587,3371,760,5806,3392,2375,629,3527,1464,1071,232,660
2,89,"Female","89 Year",3366,2283,1083,228,2021,1117,690,198,1197,548,389,101,243
2,90,"Female","90 Year",7791,5012,2779,500,3324,3967,1146,1574,1901,879,1144,223,924
2,91,"Female","91 Year",2548,1646,902,194,1460,894,610,139,815,408,290,60,226
2,92,"Female","92 Year",2807,1892,915,160,1615,1032,545,189,904,460,397,66,246
2,93,"Female","93 Year",2317,1599,718,195,1326,796,479,122,776,386,273,65,216
2,94,"Female","94 Year",1752,1187,565,94,984,674,389,117,576,269,223,45,133
2,95,"Female","95 Year",2491,1609,882,134,943,1414,398,611,555,265,332,59,271
2,96,"Female","96 Year",1329,913,416,97,667,565,260,149,405,198,160,30,127
2,97,"Female","97 Year",920,629,291,69,488,363,189,85,287,124,116,27,92
2,98,"Female","98 Year",1573,1026,547,89,802,682,254,177,444,252,236,57,153
2,99,"Female","99 Year",934,594,340,56,511,367,109,80,202,241,170,65,67
2,100,"Female","100 Year and above",4358,2759,1599,138,1166,3054,560,1530,661,316,787,102,402
,999,"","Not stated",,,,,,,,,,,,,
