area,prov,dist,chldtype,chldsex,area_name,typename,chldsexname,total,a_15to19,b_20to24,c_25to29,d_30to34,e_35to39,f_40to44,g_45to49
50,2,17,3,1,"Dhanusa","Children Dead","Male",6703,41,489,850,1075,1563,1299,1386
50,2,17,3,2,"Dhanusa","Children Dead","Female",5156,26,304,602,766,1186,1087,1185
50,2,18,1,0,"Mahottari","Children Ever Born","Total",365032,3233,34147,62866,70326,81887,60698,51875
50,2,18,1,1,"Mahottari","Children Ever Born","Male",194956,1671,18077,33132,36932,43325,33030,28789
50,2,18,1,2,"Mahottari","Children Ever Born","Female",170076,1562,16070,29734,33394,38562,27668,23086
50,2,18,2,0,"Mahottari","Children Still Alive","Total",355048,3165,33582,61587,68777,79623,58595,49719
50,2,18,2,1,"Mahottari","Children Still Alive","Male",189400,1632,17743,32387,36034,42057,31906,27641
50,2,18,2,2,"Mahottari","Children Still Alive","Female",165648,1533,15839,29200,32743,37566,26689,22078
50,2,18,3,0,"Mahottari","Children Dead","Total",9984,68,565,1279,1549,2264,2103,2156
50,2,18,3,1,"Mahottari","Children Dead","Male",5556,39,334,745,898,1268,1124,1148
50,2,18,3,2,"Mahottari","Children Dead","Female",4428,29,231,534,651,996,979,1008
50,2,19,1,0,"Sarlahi","Children Ever Born","Total",433240,3868,39420,73573,82765,95064,75035,63515
50,2,19,1,1,"Sarlahi","Children Ever Born","Male",230503,2097,20815,38831,43284,50194,40343,34939
50,2,19,1,2,"Sarlahi","Children Ever Born","Female",202737,1771,18605,34742,39481,44870,34692,28576
50,2,19,2,0,"Sarlahi","Children Still Alive","Total",419481,3768,38583,71783,80501,91966,72167,60713
50,2,19,2,1,"Sarlahi","Children Still Alive","Male",222890,2037,20343,37782,42018,48515,38768,33427
50,2,19,2,2,"Sarlahi","Children Still Alive","Female",196591,1731,18240,34001,38483,43451,33399,27286
50,2,19,3,0,"Sarlahi","Children Dead","Total",13759,100,837,1790,2264,3098,2868,2802
50,2,19,3,1,"Sarlahi","Children Dead","Male",7613,60,472,1049,1266,1679,1575,1512
50,2,19,3,2,"Sarlahi","Children Dead","Female",6146,40,365,741,998,1419,1293,1290
50,2,20,1,0,"Rautahat","Children Ever Born","Total",421159,4732,42486,71378,80379,90655,71791,59738
50,2,20,1,1,"Rautahat","Children Ever Born","Male",223296,2520,22159,36955,41930,47651,38809,33272
50,2,20,1,2,"Rautahat","Children Ever Born","Female",197863,2212,20327,34423,38449,43004,32982,26466
50,2,20,2,0,"Rautahat","Children Still Alive","Total",407416,4613,41543,69633,78113,87631,68954,56929
50,2,20,2,1,"Rautahat","Children Still Alive","Male",215532,2448,21623,35930,40622,45931,37279,31699
50,2,20,2,2,"Rautahat","Children Still Alive","Female",191884,2165,19920,33703,37491,41700,31675,25230
50,2,20,3,0,"Rautahat","Children Dead","Total",13743,119,943,1745,2266,3024,2837,2809
50,2,20,3,1,"Rautahat","Children Dead","Male",7764,72,536,1025,1308,1720,1530,1573
50,2,20,3,2,"Rautahat","Children Dead","Female",5979,47,407,720,958,1304,1307,1236
50,2,21,1,0,"Bara","Children Ever Born","Total",376249,3697,34335,62731,73794,82200,63954,55538
50,2,21,1,1,"Bara","Children Ever Born","Male",201089,1929,18172,33205,38706,43287,34809,30981
50,2,21,1,2,"Bara","Children Ever Born","Female",175160,1768,16163,29526,35088,38913,29145,24557
50,2,21,2,0,"Bara","Children Still Alive","Total",367146,3634,33767,61626,72213,80129,62153,53624
50,2,21,2,1,"Bara","Children Still Alive","Male",195789,1895,17829,32545,37786,42075,33784,29875
50,2,21,2,2,"Bara","Children Still Alive","Female",171357,1739,15938,29081,34427,38054,28369,23749
50,2,21,3,0,"Bara","Children Dead","Total",9103,63,568,1105,1581,2071,1801,1914
50,2,21,3,1,"Bara","Children Dead","Male",5300,34,343,660,920,1212,1025,1106
50,2,21,3,2,"Bara","Children Dead","Female",3803,29,225,445,661,859,776,808
50,2,22,1,0,"Parsa","Children Ever Born","Total",316334,2777,26478,52121,63267,69532,54811,47348
50,2,22,1,1,"Parsa","Children Ever Born","Male",168915,1504,14053,27572,33299,36822,29554,26111
50,2,22,1,2,"Parsa","Children Ever Born","Female",147419,1273,12425,24549,29968,32710,25257,21237
50,2,22,2,0,"Parsa","Children Still Alive","Total",309292,2715,26024,51254,62117,67919,53315,45948
50,2,22,2,1,"Parsa","Children Still Alive","Male",165019,1465,13805,27069,32639,35944,28711,25386
50,2,22,2,2,"Parsa","Children Still Alive","Female",144273,1250,12219,24185,29478,31975,24604,20562
50,2,22,3,0,"Parsa","Children Dead","Total",7042,62,454,867,1150,1613,1496,1400
50,2,22,3,1,"Parsa","Children Dead","Male",3896,39,248,503,660,878,843,725
50,2,22,3,2,"Parsa","Children Dead","Female",3146,23,206,364,490,735,653,675
50,3,23,1,0,"Dolakha","Children Ever Born","Total",67070,483,4185,8995,11717,13516,14410,13764
50,3,23,1,1,"Dolakha","Children Ever Born","Male",34580,249,2163,4699,5969,6912,7482,7106
50,3,23,1,2,"Dolakha","Children Ever Born","Female",32490,234,2022,4296,5748,6604,6928,6658
50,3,23,2,0,"Dolakha","Children Still Alive","Total",65154,474,4128,8869,11494,13187,13917,13085
50,3,23,2,1,"Dolakha","Children Still Alive","Male",33453,244,2125,4632,5834,6720,7183,6715
50,3,23,2,2,"Dolakha","Children Still Alive","Female",31701,230,2003,4237,5660,6467,6734,6370
50,3,23,3,0,"Dolakha","Children Dead","Total",1916,9,57,126,223,329,493,679
50,3,23,3,1,"Dolakha","Children Dead","Male",1127,5,38,67,135,192,299,391
50,3,23,3,2,"Dolakha","Children Dead","Female",789,4,19,59,88,137,194,288
50,3,24,1,0,"Sindhupalchok","Children Ever Born","Total",107973,759,6587,13963,18231,22329,23643,22461
50,3,24,1,1,"Sindhupalchok","Children Ever Born","Male",55611,397,3413,7204,9332,11348,12294,11623
50,3,24,1,2,"Sindhupalchok","Children Ever Born","Female",52362,362,3174,6759,8899,10981,11349,10838
50,3,24,2,0,"Sindhupalchok","Children Still Alive","Total",103718,747,6457,13660,17651,21524,22514,21165
50,3,24,2,1,"Sindhupalchok","Children Still Alive","Male",53197,387,3330,7028,9012,10907,11666,10867
50,3,24,2,2,"Sindhupalchok","Children Still Alive","Female",50521,360,3127,6632,8639,10617,10848,10298
50,3,24,3,0,"Sindhupalchok","Children Dead","Total",4255,12,130,303,580,805,1129,1296
50,3,24,3,1,"Sindhupalchok","Children Dead","Male",2414,10,83,176,320,441,628,756
50,3,24,3,2,"Sindhupalchok","Children Dead","Female",1841,2,47,127,260,364,501,540
50,3,25,1,0,"Rasuwa","Children Ever Born","Total",19783,149,1224,2819,3651,3847,4248,3845
50,3,25,1,1,"Rasuwa","Children Ever Born","Male",10109,78,586,1443,1820,2011,2152,2019
50,3,25,1,2,"Rasuwa","Children Ever Born","Female",9674,71,638,1376,1831,1836,2096,1826
50,3,25,2,0,"Rasuwa","Children Still Alive","Total",18921,148,1204,2758,3531,3713,4015,3552
50,3,25,2,1,"Rasuwa","Children Still Alive","Male",9633,78,575,1414,1749,1930,2017,1870
50,3,25,2,2,"Rasuwa","Children Still Alive","Female",9288,70,629,1344,1782,1783,1998,1682
50,3,25,3,0,"Rasuwa","Children Dead","Total",862,1,20,61,120,134,233,293
50,3,25,3,1,"Rasuwa","Children Dead","Male",476,0,11,29,71,81,135,149
50,3,25,3,2,"Rasuwa","Children Dead","Female",386,1,9,32,49,53,98,144
50,3,26,1,0,"Dhading","Children Ever Born","Total",139615,1252,9797,19815,24551,29154,28997,26049
50,3,26,1,1,"Dhading","Children Ever Born","Male",72114,626,5065,10140,12714,15165,14920,13484
50,3,26,1,2,"Dhading","Children Ever Born","Female",67501,626,4732,9675,11837,13989,14077,12565
50,3,26,2,0,"Dhading","Children Still Alive","Total",134198,1232,9594,19405,23910,28098,27549,24410
50,3,26,2,1,"Dhading","Children Still Alive","Male",68992,612,4954,9895,12339,14552,14081,12559
50,3,26,2,2,"Dhading","Children Still Alive","Female",65206,620,4640,9510,11571,13546,13468,11851
50,3,26,3,0,"Dhading","Children Dead","Total",5417,20,203,410,641,1056,1448,1639
50,3,26,3,1,"Dhading","Children Dead","Male",3122,14,111,245,375,613,839,925
50,3,26,3,2,"Dhading","Children Dead","Female",2295,6,92,165,266,443,609,714
50,3,27,1,0,"Nuwakot","Children Ever Born","Total",113635,901,7573,15818,19951,23202,24071,22119
50,3,27,1,1,"Nuwakot","Children Ever Born","Male",58323,467,3855,8146,10231,11943,12396,11285
50,3,27,1,2,"Nuwakot","Children Ever Born","Female",55312,434,3718,7672,9720,11259,11675,10834
50,3,27,2,0,"Nuwakot","Children Still Alive","Total",108961,880,7429,15472,19361,22276,22788,20755
50,3,27,2,1,"Nuwakot","Children Still Alive","Male",55671,454,3766,7925,9891,11406,11674,10555
50,3,27,2,2,"Nuwakot","Children Still Alive","Female",53290,426,3663,7547,9470,10870,11114,10200
50,3,27,3,0,"Nuwakot","Children Dead","Total",4674,21,144,346,590,926,1283,1364
50,3,27,3,1,"Nuwakot","Children Dead","Male",2652,13,89,221,340,537,722,730
50,3,27,3,2,"Nuwakot","Children Dead","Female",2022,8,55,125,250,389,561,634
50,3,28,1,0,"Kathmandu","Children Ever Born","Total",654212,1995,25473,79576,131864,152310,145080,117914
50,3,28,1,1,"Kathmandu","Children Ever Born","Male",350691,1062,13308,42404,71056,82013,78059,62789
50,3,28,1,2,"Kathmandu","Children Ever Born","Female",303521,933,12165,37172,60808,70297,67021,55125
50,3,28,2,0,"Kathmandu","Children Still Alive","Total",644204,1961,25202,78687,130342,150235,142558,115219
50,3,28,2,1,"Kathmandu","Children Still Alive","Male",344769,1043,13146,41862,70138,80741,76601,61238
50,3,28,2,2,"Kathmandu","Children Still Alive","Female",299435,918,12056,36825,60204,69494,65957,53981
50,3,28,3,0,"Kathmandu","Children Dead","Total",10008,34,271,889,1522,2075,2522,2695
50,3,28,3,1,"Kathmandu","Children Dead","Male",5922,19,162,542,918,1272,1458,1551
50,3,28,3,2,"Kathmandu","Children Dead","Female",4086,15,109,347,604,803,1064,1144
50,3,29,1,0,"Bhaktapur","Children Ever Born","Total",148530,472,5692,17837,29701,33970,33472,27386
50,3,29,1,1,"Bhaktapur","Children Ever Born","Male",79515,242,2969,9507,15872,18179,17990,14756
50,3,29,1,2,"Bhaktapur","Children Ever Born","Female",69015,230,2723,8330,13829,15791,15482,12630
50,3,29,2,0,"Bhaktapur","Children Still Alive","Total",146156,467,5638,17627,29384,33481,32858,26701
50,3,29,2,1,"Bhaktapur","Children Still Alive","Male",78075,238,2940,9381,15672,17883,17619,14342
50,3,29,2,2,"Bhaktapur","Children Still Alive","Female",68081,229,2698,8246,13712,15598,15239,12359
50,3,29,3,0,"Bhaktapur","Children Dead","Total",2374,5,54,210,317,489,614,685
50,3,29,3,1,"Bhaktapur","Children Dead","Male",1440,4,29,126,200,296,371,414
50,3,29,3,2,"Bhaktapur","Children Dead","Female",934,1,25,84,117,193,243,271
50,3,30,1,0,"Lalitpur","Children Ever Born","Total",173761,602,6485,19054,32337,40332,41099,33852
50,3,30,1,1,"Lalitpur","Children Ever Born","Male",91870,318,3419,9989,17094,21335,21793,17922
50,3,30,1,2,"Lalitpur","Children Ever Born","Female",81891,284,3066,9065,15243,18997,19306,15930
50,3,30,2,0,"Lalitpur","Children Still Alive","Total",171618,597,6433,18900,32033,39903,40515,33237
50,3,30,2,1,"Lalitpur","Children Still Alive","Male",90582,316,3392,9891,16912,21074,21438,17559
50,3,30,2,2,"Lalitpur","Children Still Alive","Female",81036,281,3041,9009,15121,18829,19077,15678
50,3,30,3,0,"Lalitpur","Children Dead","Total",2143,5,52,154,304,429,584,615
50,3,30,3,1,"Lalitpur","Children Dead","Male",1288,2,27,98,182,261,355,363
50,3,30,3,2,"Lalitpur","Children Dead","Female",855,3,25,56,122,168,229,252
50,3,31,1,0,"Kavrepalanchok","Children Ever Born","Total",146257,880,7942,18521,25403,30811,32362,30338
50,3,31,1,1,"Kavrepalanchok","Children Ever Born","Male",75763,477,4074,9608,13198,15995,16718,15693
50,3,31,1,2,"Kavrepalanchok","Children Ever Born","Female",70494,403,3868,8913,12205,14816,15644,14645
50,3,31,2,0,"Kavrepalanchok","Children Still Alive","Total",142410,863,7834,18286,24940,30075,31367,29045
50,3,31,2,1,"Kavrepalanchok","Children Still Alive","Male",73530,464,4012,9462,12929,15562,16137,14964
50,3,31,2,2,"Kavrepalanchok","Children Still Alive","Female",68880,399,3822,8824,12011,14513,15230,14081
50,3,31,3,0,"Kavrepalanchok","Children Dead","Total",3847,17,108,235,463,736,995,1293
50,3,31,3,1,"Kavrepalanchok","Children Dead","Male",2233,13,62,146,269,433,581,729
50,3,31,3,2,"Kavrepalanchok","Children Dead","Female",1614,4,46,89,194,303,414,564
50,3,32,1,0,"Ramechhap","Children Ever Born","Total",66847,456,4338,8115,10762,13486,14397,15293
50,3,32,1,1,"Ramechhap","Children Ever Born","Male",34096,240,2222,4103,5425,6897,7285,7924
50,3,32,1,2,"Ramechhap","Children Ever Born","Female",32751,216,2116,4012,5337,6589,7112,7369
50,3,32,2,0,"Ramechhap","Children Still Alive","Total",65184,445,4274,8012,10580,13201,13942,14730
50,3,32,2,1,"Ramechhap","Children Still Alive","Male",33100,235,2180,4036,5309,6738,7005,7597
50,3,32,2,2,"Ramechhap","Children Still Alive","Female",32084,210,2094,3976,5271,6463,6937,7133
50,3,32,3,0,"Ramechhap","Children Dead","Total",1663,11,64,103,182,285,455,563
50,3,32,3,1,"Ramechhap","Children Dead","Male",996,5,42,67,116,159,280,327
50,3,32,3,2,"Ramechhap","Children Dead","Female",667,6,22,36,66,126,175,236
50,3,33,1,0,"Sindhuli","Children Ever Born","Total",137625,1473,10356,18930,23394,28256,28713,26503
50,3,33,1,1,"Sindhuli","Children Ever Born","Male",70784,756,5322,9697,11956,14550,14695,13808
50,3,33,1,2,"Sindhuli","Children Ever Born","Female",66841,717,5034,9233,11438,13706,14018,12695
50,3,33,2,0,"Sindhuli","Children Still Alive","Total",132922,1450,10158,18559,22802,27329,27491,25133
50,3,33,2,1,"Sindhuli","Children Still Alive","Male",68058,742,5203,9473,11614,14009,14009,13008
50,3,33,2,2,"Sindhuli","Children Still Alive","Female",64864,708,4955,9086,11188,13320,13482,12125
50,3,33,3,0,"Sindhuli","Children Dead","Total",4703,23,198,371,592,927,1222,1370
50,3,33,3,1,"Sindhuli","Children Dead","Male",2726,14,119,224,342,541,686,800
50,3,33,3,2,"Sindhuli","Children Dead","Female",1977,9,79,147,250,386,536,570
50,3,34,1,0,"Makwanpur","Children Ever Born","Total",197930,1968,13924,27867,36147,40383,41054,36587
50,3,34,1,1,"Makwanpur","Children Ever Born","Male",102823,950,7142,14408,19018,21040,21193,19072
50,3,34,1,2,"Makwanpur","Children Ever Born","Female",95107,1018,6782,13459,17129,19343,19861,17515
50,3,34,2,0,"Makwanpur","Children Still Alive","Total",191440,1938,13693,27360,35338,39195,39377,34539
50,3,34,2,1,"Makwanpur","Children Still Alive","Male",99005,931,6996,14097,18528,20322,20243,17888
50,3,34,2,2,"Makwanpur","Children Still Alive","Female",92435,1007,6697,13263,16810,18873,19134,16651
50,3,34,3,0,"Makwanpur","Children Dead","Total",6490,30,231,507,809,1188,1677,2048
50,3,34,3,1,"Makwanpur","Children Dead","Male",3818,19,146,311,490,718,950,1184
50,3,34,3,2,"Makwanpur","Children Dead","Female",2672,11,85,196,319,470,727,864
50,3,35,1,0,"Chitawan","Children Ever Born","Total",289135,2241,17018,40717,54886,62659,60541,51073
50,3,35,1,1,"Chitawan","Children Ever Born","Male",153131,1169,8890,21334,29358,33339,32065,26976
50,3,35,1,2,"Chitawan","Children Ever Born","Female",136004,1072,8128,19383,25528,29320,28476,24097
50,3,35,2,0,"Chitawan","Children Still Alive","Total",281669,2213,16776,40011,53842,61220,58688,48919
50,3,35,2,1,"Chitawan","Children Still Alive","Male",148713,1150,8751,20915,28735,32499,30937,25726
50,3,35,2,2,"Chitawan","Children Still Alive","Female",132956,1063,8025,19096,25107,28721,27751,23193
50,3,35,3,0,"Chitawan","Children Dead","Total",7466,28,242,706,1044,1439,1853,2154
50,3,35,3,1,"Chitawan","Children Dead","Male",4418,19,139,419,623,840,1128,1250
50,3,35,3,2,"Chitawan","Children Dead","Female",3048,9,103,287,421,599,725,904
50,4,36,1,0,"Gorkha","Children Ever Born","Total",101029,871,6553,13747,17513,20266,21881,20198
50,4,36,1,1,"Gorkha","Children Ever Born","Male",52289,489,3400,7175,8985,10429,11375,10436
50,4,36,1,2,"Gorkha","Children Ever Born","Female",48740,382,3153,6572,8528,9837,10506,9762
50,4,36,2,0,"Gorkha","Children Still Alive","Total",97743,859,6448,13479,17066,19646,21016,19229
50,4,36,2,1,"Gorkha","Children Still Alive","Male",50393,481,3344,7009,8734,10074,10875,9876
50,4,36,2,2,"Gorkha","Children Still Alive","Female",47350,378,3104,6470,8332,9572,10141,9353
50,4,36,3,0,"Gorkha","Children Dead","Total",3286,12,105,268,447,620,865,969
50,4,36,3,1,"Gorkha","Children Dead","Male",1896,8,56,166,251,355,500,560
50,4,36,3,2,"Gorkha","Children Dead","Female",1390,4,49,102,196,265,365,409
50,4,37,1,0,"Manang","Children Ever Born","Total",1605,9,74,189,298,317,376,342
50,4,37,1,1,"Manang","Children Ever Born","Male",825,6,33,99,162,148,193,184
50,4,37,1,2,"Manang","Children Ever Born","Female",780,3,41,90,136,169,183,158
50,4,37,2,0,"Manang","Children Still Alive","Total",1541,8,71,183,286,301,365,327
50,4,37,2,1,"Manang","Children Still Alive","Male",786,5,31,94,157,139,186,174
50,4,37,2,2,"Manang","Children Still Alive","Female",755,3,40,89,129,162,179,153
50,4,37,3,0,"Manang","Children Dead","Total",64,1,3,6,12,16,11,15
50,4,37,3,1,"Manang","Children Dead","Male",39,1,2,5,5,9,7,10
50,4,37,3,2,"Manang","Children Dead","Female",25,0,1,1,7,7,4,5
50,4,38,1,0,"Mustang","Children Ever Born","Total",4268,21,190,535,762,927,910,923
50,4,38,1,1,"Mustang","Children Ever Born","Male",2126,9,92,276,384,433,465,467
50,4,38,1,2,"Mustang","Children Ever Born","Female",2142,12,98,259,378,494,445,456
50,4,38,2,0,"Mustang","Children Still Alive","Total",4065,21,186,518,733,871,872,864
50,4,38,2,1,"Mustang","Children Still Alive","Male",2017,9,88,267,369,404,446,434
50,4,38,2,2,"Mustang","Children Still Alive","Female",2048,12,98,251,364,467,426,430
50,4,38,3,0,"Mustang","Children Dead","Total",203,0,4,17,29,56,38,59
50,4,38,3,1,"Mustang","Children Dead","Male",109,0,4,9,15,29,19,33
50,4,38,3,2,"Mustang","Children Dead","Female",94,0,0,8,14,27,19,26
50,4,39,1,0,"Myagdi","Children Ever Born","Total",43452,493,3263,6326,7614,8720,8897,8139
50,4,39,1,1,"Myagdi","Children Ever Born","Male",22606,268,1652,3354,3883,4606,4592,4251
50,4,39,1,2,"Myagdi","Children Ever Born","Female",20846,225,1611,2972,3731,4114,4305,3888
50,4,39,2,0,"Myagdi","Children Still Alive","Total",41990,478,3202,6198,7435,8424,8540,7713
50,4,39,2,1,"Myagdi","Children Still Alive","Male",21746,259,1612,3281,3785,4413,4384,4012
50,4,39,2,2,"Myagdi","Children Still Alive","Female",20244,219,1590,2917,3650,4011,4156,3701
50,4,39,3,0,"Myagdi","Children Dead","Total",1462,15,61,128,179,296,357,426
50,4,39,3,1,"Myagdi","Children Dead","Male",860,9,40,73,98,193,208,239
50,4,39,3,2,"Myagdi","Children Dead","Female",602,6,21,55,81,103,149,187
50,4,40,1,0,"Kaski","Children Ever Born","Total",223117,1131,11036,30464,43995,50426,47422,38643
50,4,40,1,1,"Kaski","Children Ever Born","Male",118879,620,5770,16206,23660,27009,25213,20401
50,4,40,1,2,"Kaski","Children Ever Born","Female",104238,511,5266,14258,20335,23417,22209,18242
50,4,40,2,0,"Kaski","Children Still Alive","Total",218665,1110,10892,30035,43394,49448,46304,37482
50,4,40,2,1,"Kaski","Children Still Alive","Male",116196,608,5683,15958,23301,26404,24523,19719
50,4,40,2,2,"Kaski","Children Still Alive","Female",102469,502,5209,14077,20093,23044,21781,17763
50,4,40,3,0,"Kaski","Children Dead","Total",4452,21,144,429,601,978,1118,1161
50,4,40,3,1,"Kaski","Children Dead","Male",2683,12,87,248,359,605,690,682
50,4,40,3,2,"Kaski","Children Dead","Female",1769,9,57,181,242,373,428,479
50,4,41,1,0,"Lamjung","Children Ever Born","Total",57844,494,3691,8165,10580,12163,11393,11358
50,4,41,1,1,"Lamjung","Children Ever Born","Male",30086,258,1880,4337,5499,6376,5877,5859
50,4,41,1,2,"Lamjung","Children Ever Born","Female",27758,236,1811,3828,5081,5787,5516,5499
50,4,41,2,0,"Lamjung","Children Still Alive","Total",56524,482,3650,8045,10426,11876,11083,10962
50,4,41,2,1,"Lamjung","Children Still Alive","Male",29319,252,1854,4266,5400,6209,5702,5636
50,4,41,2,2,"Lamjung","Children Still Alive","Female",27205,230,1796,3779,5026,5667,5381,5326
50,4,41,3,0,"Lamjung","Children Dead","Total",1320,12,41,120,154,287,310,396
50,4,41,3,1,"Lamjung","Children Dead","Male",767,6,26,71,99,167,175,223
50,4,41,3,2,"Lamjung","Children Dead","Female",553,6,15,49,55,120,135,173
50,4,42,1,0,"Tanahu","Children Ever Born","Total",135373,1390,8862,19467,24921,27737,27186,25810
50,4,42,1,1,"Tanahu","Children Ever Born","Male",70583,728,4581,10234,13035,14623,14048,13334
50,4,42,1,2,"Tanahu","Children Ever Born","Female",64790,662,4281,9233,11886,13114,13138,12476
50,4,42,2,0,"Tanahu","Children Still Alive","Total",131585,1365,8698,19129,24419,26983,26242,24749
50,4,42,2,1,"Tanahu","Children Still Alive","Male",68321,713,4492,10026,12730,14166,13468,12726
50,4,42,2,2,"Tanahu","Children Still Alive","Female",63264,652,4206,9103,11689,12817,12774,12023
50,4,42,3,0,"Tanahu","Children Dead","Total",3788,25,164,338,502,754,944,1061
50,4,42,3,1,"Tanahu","Children Dead","Male",2262,15,89,208,305,457,580,608
50,4,42,3,2,"Tanahu","Children Dead","Female",1526,10,75,130,197,297,364,453
50,4,43,1,0,"Nawalparasi (Bardaghat Susta East)","Children Ever Born","Total",164800,1571,10518,23895,31685,34587,33734,28810
50,4,43,1,1,"Nawalparasi (Bardaghat Susta East)","Children Ever Born","Male",86884,812,5463,12623,16831,18394,17776,14985
50,4,43,1,2,"Nawalparasi (Bardaghat Susta East)","Children Ever Born","Female",77916,759,5055,11272,14854,16193,15958,13825
50,4,43,2,0,"Nawalparasi (Bardaghat Susta East)","Children Still Alive","Total",159084,1534,10322,23435,30950,33436,32313,27094
50,4,43,2,1,"Nawalparasi (Bardaghat Susta East)","Children Still Alive","Male",83620,793,5348,12339,16393,17730,16998,14019
50,4,43,2,2,"Nawalparasi (Bardaghat Susta East)","Children Still Alive","Female",75464,741,4974,11096,14557,15706,15315,13075
50,4,43,3,0,"Nawalparasi (Bardaghat Susta East)","Children Dead","Total",5716,37,196,460,735,1151,1421,1716
50,4,43,3,1,"Nawalparasi (Bardaghat Susta East)","Children Dead","Male",3264,19,115,284,438,664,778,966
50,4,43,3,2,"Nawalparasi (Bardaghat Susta East)","Children Dead","Female",2452,18,81,176,297,487,643,750
50,4,44,1,0,"Syangja","Children Ever Born","Total",101485,663,6157,14077,17735,20028,21388,21437
50,4,44,1,1,"Syangja","Children Ever Born","Male",53340,350,3205,7328,9355,10488,11235,11379
50,4,44,1,2,"Syangja","Children Ever Born","Female",48145,313,2952,6749,8380,9540,10153,10058
50,4,44,2,0,"Syangja","Children Still Alive","Total",99093,656,6057,13877,17462,19554,20773,20714
50,4,44,2,1,"Syangja","Children Still Alive","Male",51899,346,3143,7212,9176,10219,10867,10936
50,4,44,2,2,"Syangja","Children Still Alive","Female",47194,310,2914,6665,8286,9335,9906,9778
50,4,44,3,0,"Syangja","Children Dead","Total",2392,7,100,200,273,474,615,723
50,4,44,3,1,"Syangja","Children Dead","Male",1441,4,62,116,179,269,368,443
50,4,44,3,2,"Syangja","Children Dead","Female",951,3,38,84,94,205,247,280
50,4,45,1,0,"Parbat","Children Ever Born","Total",55072,485,3774,8325,9989,10767,11077,10655
50,4,45,1,1,"Parbat","Children Ever Born","Male",29167,238,1995,4379,5327,5744,5813,5671
50,4,45,1,2,"Parbat","Children Ever Born","Female",25905,247,1779,3946,4662,5023,5264,4984
50,4,45,2,0,"Parbat","Children Still Alive","Total",53695,473,3702,8169,9829,10505,10744,10273
50,4,45,2,1,"Parbat","Children Still Alive","Male",28349,230,1952,4284,5232,5578,5622,5451
50,4,45,2,2,"Parbat","Children Still Alive","Female",25346,243,1750,3885,4597,4927,5122,4822
50,4,45,3,0,"Parbat","Children Dead","Total",1377,12,72,156,160,262,333,382
50,4,45,3,1,"Parbat","Children Dead","Male",818,8,43,95,95,166,191,220
50,4,45,3,2,"Parbat","Children Dead","Female",559,4,29,61,65,96,142,162
50,4,46,1,0,"Baglung","Children Ever Born","Total",107770,1183,8530,16601,19345,21103,21334,19674
50,4,46,1,1,"Baglung","Children Ever Born","Male",56586,613,4485,8665,10238,11121,11090,10374
50,4,46,1,2,"Baglung","Children Ever Born","Female",51184,570,4045,7936,9107,9982,10244,9300
50,4,46,2,0,"Baglung","Children Still Alive","Total",104685,1165,8410,16241,18861,20504,20599,18905
50,4,46,2,1,"Baglung","Children Still Alive","Male",54824,603,4417,8457,9964,10754,10676,9953
50,4,46,2,2,"Baglung","Children Still Alive","Female",49861,562,3993,7784,8897,9750,9923,8952
50,4,46,3,0,"Baglung","Children Dead","Total",3085,18,120,360,484,599,735,769
50,4,46,3,1,"Baglung","Children Dead","Male",1762,10,68,208,274,367,414,421
50,4,46,3,2,"Baglung","Children Dead","Female",1323,8,52,152,210,232,321,348
50,5,47,1,0,"Rukum (East)","Children Ever Born","Total",25021,432,2476,3755,4304,4834,4737,4483
50,5,47,1,1,"Rukum (East)","Children Ever Born","Male",12952,220,1307,1965,2155,2498,2428,2379
50,5,47,1,2,"Rukum (East)","Children Ever Born","Female",12069,212,1169,1790,2149,2336,2309,2104
50,5,47,2,0,"Rukum (East)","Children Still Alive","Total",23468,415,2410,3622,4119,4564,4348,3990
50,5,47,2,1,"Rukum (East)","Children Still Alive","Male",11997,209,1269,1880,2045,2326,2185,2083
50,5,47,2,2,"Rukum (East)","Children Still Alive","Female",11471,206,1141,1742,2074,2238,2163,1907
50,5,47,3,0,"Rukum (East)","Children Dead","Total",1553,17,66,133,185,270,389,493
50,5,47,3,1,"Rukum (East)","Children Dead","Male",955,11,38,85,110,172,243,296
50,5,47,3,2,"Rukum (East)","Children Dead","Female",598,6,28,48,75,98,146,197
50,5,48,1,0,"Rolpa","Children Ever Born","Total",112253,1567,10975,16778,20645,20812,21996,19480
50,5,48,1,1,"Rolpa","Children Ever Born","Male",57873,813,5707,8701,10532,10725,11319,10076
50,5,48,1,2,"Rolpa","Children Ever Born","Female",54380,754,5268,8077,10113,10087,10677,9404
50,5,48,2,0,"Rolpa","Children Still Alive","Total",106129,1532,10691,16264,19785,19700,20363,17794
50,5,48,2,1,"Rolpa","Children Still Alive","Male",54317,789,5537,8379,10045,10069,10375,9123
50,5,48,2,2,"Rolpa","Children Still Alive","Female",51812,743,5154,7885,9740,9631,9988,8671
50,5,48,3,0,"Rolpa","Children Dead","Total",6124,35,284,514,860,1112,1633,1686
50,5,48,3,1,"Rolpa","Children Dead","Male",3556,24,170,322,487,656,944,953
50,5,48,3,2,"Rolpa","Children Dead","Female",2568,11,114,192,373,456,689,733
50,5,49,1,0,"Pyuthan","Children Ever Born","Total",116530,1251,10170,17880,21514,23030,22500,20185
50,5,49,1,1,"Pyuthan","Children Ever Born","Male",60532,675,5337,9263,11030,11918,11736,10573
